Protein	EchoBASE ID,,Gene Name,,Subcellular Location,,Predicted Molecular weight (Da),,Number of TMH (HMMTOP/TMHMM),,Signal Peptide Cleavage Prob,,Function
A0A0H2VY68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VYX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZ63	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZN3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2VZY7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W006	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0B9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0C8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0D3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0I3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0M7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W0U1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2W120	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WVE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WVJ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WVT9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WVU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WVX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW08	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW42	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW54	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WW75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWC0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWF4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWR5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWV4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWV6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWV7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WWY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WX02	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WX21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WX37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WX88	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXA4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXB4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXT4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WXU4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WY00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WY40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WY61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYD2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYP2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYT5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYV4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WYW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZ06	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZ29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZ39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZ77	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZ86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZC2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZG1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZJ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZQ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZW3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZY6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2WZZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X027	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X029	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X037	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X0A1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X0B5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X0C4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X1A6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2X1G4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2YY22	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z6P1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z6X6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z7B7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z892	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z8T0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z968	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z9A9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z9C3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z9M5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z9S0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2Z9U4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZA56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZA93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZAH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZAX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZBE7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZBR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZCG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZCW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZD39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZDN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZE32	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZEH0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZEZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZF94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZFZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZGH6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZGM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZGY3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZHP8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZHV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZI65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZIH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZIW7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZK24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLH0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZLZ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZM91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZMK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZMP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZMS9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZMV7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZN13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZN54	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZN64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZN99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNS9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNX1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZNX3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZP62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZP84	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPC6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPG7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPS0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPS7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZPT5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQ65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQ87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQE4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZQW0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZR12	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZR39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZR50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZR80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZRA8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H2ZRF0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3BNJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3FL20	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3GE39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3GGT0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3GIV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3GJV8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3GSB6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3JDM8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3JF05	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K684	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K6P9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K743	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K7D0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K7F4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K7L0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K8E2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K8I6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K8Q4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K8V5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K9E4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K9P0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3K9T2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KA72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KAP0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KBK6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KCE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KCP9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KCZ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KDS2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KE94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KFC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KFD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KFQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KFX1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3KGZ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0I9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0K6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0L5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0M7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0M9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0P5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0Q5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0R6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0V2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0X2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0X9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M0Z1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M102	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M143	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M173	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M187	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M194	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M199	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1A4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1A8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1B0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1C1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1E3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1E6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1F0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1F9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1H5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1J6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1J7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1K1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1N7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1P9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1R0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1R4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1S1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1S9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1U6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1X8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M1Y5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M204	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M210	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M225	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M245	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M263	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2A5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2C1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2C2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2D9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2E0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2E1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2E5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2E7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2G7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2H1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2H3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2H5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2I6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2K4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2K8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2M1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2N0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2Q0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2R5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2S1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2S6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2T4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2V0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M2W3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M310	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M322	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M336	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M338	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M349	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M363	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M375	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M379	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M380	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M389	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3A0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3A7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3B6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3C6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3E7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3F1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3F6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3G2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3G7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3I2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3L4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3M4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3M8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
A0A0H3M3P3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
