Protein	Genome ID,,Description,,# HIT
A0A0H2VV48	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVB7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVC0	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVD2	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVG5	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVI1	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVP2	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVS9	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VVU1	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VW13	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VW22	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VW26	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VW51	N/A,,N/A,,N/A
A0A0H2VWL1	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VWM2	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VX20	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VX23	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VX42	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VX83	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXB8	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXH5	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXM7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXW3	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXW8	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXY8	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VXZ9	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VY02	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VY20	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VY68	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYF0	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYF7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYP7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYQ8	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYU4	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VYX6	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZ63	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZN3	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZP1	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZQ5	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZS4	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2VZY7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W006	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0B9	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0C8	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0D3	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0I3	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0M7	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W0U1	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2W120	AE005674,,Gammaproteobacteria : Shigella flexneri 2a str. 301,,93 sequence(s)
A0A0H2WVE0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WVJ7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WVT9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WVU2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WVX8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW08	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW42	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW50	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW54	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW67	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW68	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WW75	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWC0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWE9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWF0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWF4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWN8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWP2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWR5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWV4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWV6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWV7	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WWY8	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WX02	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WX21	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WX37	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WX88	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXA4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXA5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXB1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXB4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXD9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXE3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXT4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WXU4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WY00	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WY40	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WY61	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYD2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYE2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYH9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYJ9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYM6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYP2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYT5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYV4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYW1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WYW9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZ06	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZ29	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZ39	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZ77	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZ86	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZB1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZC2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZF0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZG1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZG9	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZJ1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZL1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZM0	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZQ6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZW3	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZX2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZY6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2WZZ2	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X027	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X029	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X037	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X0A1	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X0B5	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X0C4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X1A6	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2X1G4	CP000046,,Firmicutes : Staphylococcus aureus subsp. aureus COL,,53 sequence(s)
A0A0H2YY22	CP000468,,Gammaproteobacteria : Escherichia coli APEC O1,,92 sequence(s)
A0A0H2Z6P1	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z6X6	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z7B7	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z892	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z8T0	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z968	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z9A9	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z9C3	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z9M5	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z9S0	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2Z9U4	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZA56	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZA93	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZAH9	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZAX4	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZBE7	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZBR4	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZCG9	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZCW9	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZD39	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZDN1	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZE32	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZEH0	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZEZ6	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZF94	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZFZ7	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZGH6	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZGM4	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZGY3	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZHP8	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZHV0	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZI65	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZIH9	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZIW7	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZK24	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZLD8	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZLE0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZLH0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZLI5	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZLT2	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZLY8	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZLZ4	CP000438,,Gammaproteobacteria : Pseudomonas aeruginosa UCBPP-PA14,,63 sequence(s)
A0A0H2ZM91	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZMK9	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZMP5	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZMS9	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZMV7	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZN13	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZN54	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZN64	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZN99	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNG3	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNG8	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNI4	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNM6	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNN6	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNS9	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNX1	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZNX3	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZP62	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZP84	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPA7	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPC6	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPG7	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPI5	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPL5	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPN9	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPQ1	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPS0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPS7	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPT1	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZPT5	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQ65	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQ87	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQE0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQE4	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQF3	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQI4	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZQW0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZR12	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZR39	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZR50	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZR80	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZRA8	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H2ZRF0	CP000410,,Firmicutes : Streptococcus pneumoniae D39,,58 sequence(s)
A0A0H3BNJ9	CP001113,,Gammaproteobacteria : Salmonella enterica subsp. enterica serovar Newport str. SL254,,85 sequence(s)
A0A0H3FL20	CP002824,,Gammaproteobacteria : Enterobacter aerogenes KCTC 2190,,83 sequence(s)
A0A0H3GE39	CP002002,,Firmicutes : Listeria monocytogenes 10403S,,67 sequence(s)
A0A0H3GGT0	CP002002,,Firmicutes : Listeria monocytogenes 10403S,,67 sequence(s)
A0A0H3GIV1	CP003200,,Gammaproteobacteria : Klebsiella pneumoniae subsp. pneumoniae HS11286,,87 sequence(s)
A0A0H3GJV8	CP003200,,Gammaproteobacteria : Klebsiella pneumoniae subsp. pneumoniae HS11286,,87 sequence(s)
A0A0H3GSB6	CP003200,,Gammaproteobacteria : Klebsiella pneumoniae subsp. pneumoniae HS11286,,87 sequence(s)
A0A0H3JDM8	N/A,,N/A,,N/A
A0A0H3JF05	N/A,,N/A,,N/A
A0A0H3K684	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K6P9	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K743	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K7D0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K7F4	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K7L0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K8E2	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K8I6	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K8Q4	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K8V5	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K9E4	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K9P0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3K9T2	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KA72	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KAP0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KBK6	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KCE0	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KCP9	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KCZ3	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KDS2	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KE94	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KFC4	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KFD1	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KFQ9	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KFX1	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3KGZ9	AP009351,,Firmicutes : Staphylococcus aureus subsp. aureus str. Newman,,60 sequence(s)
A0A0H3M0I9	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0K6	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0L5	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0M7	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0M9	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0P5	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0Q5	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0R6	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0V2	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0X2	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
A0A0H3M0X9	AM408590,,Actinobacteria : Mycobacterium bovis BCG str. Pasteur 1173P2,,47 sequence(s)
