Protein	Des
P9WLM3	Genome Annotation
P9WLN6	Genome Annotation
P9WLN7	Genome Annotation
P9WLP5	Genome Annotation
P9WLQ2	
P9WLQ3	Genome Annotation
P9WLT1	Genome Annotation
P9WLT5	Genome Annotation
P9WLW5	Genome Annotation
P9WLZ6	Genome Annotation
P9WLZ7	Genome Annotation
P9WM02	Genome Annotation
P9WM03	Genome Annotation
P9WM21	Genome Annotation
P9WM25	Genome Annotation
P9WM30	Genome Annotation
P9WM31	Genome Annotation
P9WM43	Genome Annotation
P9WM59	Genome Annotation
P9WM83	Genome Annotation
P9WMA6	Genome Annotation
P9WMA7	Genome Annotation
P9WMB5	Genome Annotation
P9WMC1	Genome Annotation
P9WME1	Genome Annotation
P9WME3	Genome Annotation
P9WME7	Genome Annotation
P9WMF9	Genome Annotation
P9WMH1	Genome Annotation
P9WMH3	Genome Annotation
P9WMH9	Genome Annotation
P9WMI9	Genome Annotation
P9WMJ7	Genome Annotation
P9WMJ9	Genome Annotation
P9WMK0	Genome Annotation
P9WMK1	Genome Annotation
P9WMK7	Genome Annotation
P9WML1	Genome Annotation
P9WML8	Genome Annotation
P9WML9	Genome Annotation
P9WMM3	Genome Annotation
P9WMN4	Genome Annotation
P9WMN5	Genome Annotation
P9WMN9	Genome Annotation
P9WMQ1	Genome Annotation
P9WMQ6	Genome Annotation
P9WMQ7	Genome Annotation
P9WMQ9	Genome Annotation
P9WMR1	Genome Annotation
P9WMS5	Genome Annotation
P9WMT4	Genome Annotation
P9WMT5	Genome Annotation
P9WMT9	Genome Annotation
P9WMU0	Genome Annotation
P9WMU1	Genome Annotation
P9WMU4	Genome Annotation
P9WMU5	Genome Annotation
P9WMV1	Genome Annotation
P9WMW1	Genome Annotation
P9WN21	Genome Annotation
P9WN26	Genome Annotation
P9WN27	Genome Annotation
P9WN31	Genome Annotation
P9WN39	Genome Annotation
P9WN40	Genome Annotation
P9WN41	Genome Annotation
P9WN47	
P9WN51	Genome Annotation
P9WN59	Genome Annotation
P9WN83	Genome Annotation
P9WN93	Genome Annotation
P9WN95	Genome Annotation
P9WN97	Genome Annotation
P9WN99	Genome Annotation
P9WNA0	Genome Annotation
P9WNA1	Genome Annotation
P9WNA2	Genome Annotation
P9WNA3	Genome Annotation
P9WND5	Genome Annotation
P9WNE5	Genome Annotation
P9WNF5	Genome Annotation
P9WNG2	Genome Annotation
P9WNG3	Genome Annotation
P9WNG9	Genome Annotation
P9WNH1	Genome Annotation
P9WNH5	Genome Annotation
P9WNI1	Genome Annotation
P9WNI3	Genome Annotation
P9WNI5	Genome Annotation
P9WNJ3	Genome Annotation
P9WNJ7	Genome Annotation
P9WNJ9	Genome Annotation
P9WNK5	Genome Annotation
P9WNK7	Genome Annotation
P9WNK9	Genome Annotation
P9WNM5	Genome Annotation
P9WNM9	Genome Annotation
P9WNN0	Genome Annotation
P9WNN1	Genome Annotation
P9WNN7	Genome Annotation
P9WNN9	Genome Annotation
P9WNP1	Genome Annotation
P9WNP5	Genome Annotation
P9WNP9	Genome Annotation
P9WNQ1	Genome Annotation
P9WNQ3	Genome Annotation
P9WNR1	Genome Annotation
P9WNU7	Genome Annotation
P9WNV1	Genome Annotation
P9WNV3	Genome Annotation
P9WNV5	Genome Annotation
P9WNV8	Genome Annotation
P9WNV9	Genome Annotation
P9WNW3	Genome Annotation
P9WNX2	Genome Annotation
P9WNX3	Genome Annotation
P9WNY0	Genome Annotation
P9WNY1	Genome Annotation
P9WNZ0	Genome Annotation
P9WNZ1	Genome Annotation
P9WP13	Genome Annotation
P9WP15	Genome Annotation
P9WP37	Genome Annotation
P9WP49	Genome Annotation
P9WP59	Genome Annotation
P9WP65	Genome Annotation
P9WP67	Genome Annotation
P9WP71	Genome Annotation
P9WP77	Genome Annotation
P9WPA2	Genome Annotation
P9WPA3	Genome Annotation
P9WPB3	Genome Annotation
P9WPB5	Genome Annotation
P9WPC4	Genome Annotation
P9WPC5	Genome Annotation
P9WPC9	Genome Annotation
P9WPD0	Genome Annotation
P9WPD1	Genome Annotation
P9WPD4	Genome Annotation
P9WPD5	Genome Annotation
P9WPE4	Genome Annotation
P9WPE5	Genome Annotation
P9WPE6	Genome Annotation
P9WPE7	Genome Annotation
P9WPE8	Genome Annotation
P9WPE9	Genome Annotation
P9WPH8	Genome Annotation
P9WPH9	Genome Annotation
P9WPI2	Genome Annotation
P9WPI3	Genome Annotation
P9WPI9	Genome Annotation
P9WPJ5	Genome Annotation
P9WPL9	Genome Annotation
P9WPN5	Genome Annotation
P9WPQ3	Genome Annotation
P9WPQ7	Genome Annotation
P9WPR8	Genome Annotation
P9WPR9	Genome Annotation
P9WPS2	Genome Annotation
P9WPS3	Genome Annotation
P9WPS4	Genome Annotation
P9WPS5	Genome Annotation
P9WPU1	Genome Annotation
P9WPU5	Genome Annotation
P9WPV3	Genome Annotation
P9WPW7	Genome Annotation
P9WPX3	Genome Annotation
P9WPZ3	Genome Annotation
P9WQ01	Genome Annotation
P9WQ17	Genome Annotation
P9WQ27	Genome Annotation
P9WQ29	Genome Annotation
P9WQ61	Genome Annotation
P9WQ62	Genome Annotation
P9WQ71	Genome Annotation
P9WQ97	Genome Annotation
P9WQ99	Genome Annotation
P9WQA3	Genome Annotation
P9WQA5	Genome Annotation
P9WQB3	Genome Annotation
P9WQD7	Genome Annotation
P9WQF2	Genome Annotation
P9WQF3	Genome Annotation
P9WQF7	Genome Annotation
P9WQH1	Genome Annotation
P9WQH7	Genome Annotation
P9WQI1	Genome Annotation
P9WQJ5	Genome Annotation
P9WQK7	Genome Annotation
P9WQK9	Genome Annotation
P9WQL5	Genome Annotation
P9WQM8	Genome Annotation
P9WQM9	Genome Annotation
P9WQN9	Genome Annotation
Q00828	Genome Annotation
Q01462	Genome Annotation
Q01465	Genome Annotation
Q01473	
Q01950	Genome Annotation
Q01951	Genome Annotation
Q01952	Genome Annotation
Q02054	Genome Annotation
Q02170	Genome Annotation
Q02DS7	Genome Annotation
Q02DZ3	Genome Annotation
Q02E25	Genome Annotation
Q02E40	Genome Annotation
Q02EA7	Genome Annotation
Q02EW8	Genome Annotation
Q02F83	Genome Annotation
Q02FR1	Genome Annotation
Q02G03	Genome Annotation
Q02H55	Genome Annotation
Q02HS3	Genome Annotation
Q02I11	Genome Annotation
Q02I31	Genome Annotation
Q02K73	Genome Annotation
Q02K94	Genome Annotation
Q02KR1	Genome Annotation
Q02KR3	Genome Annotation
Q02KT5	Genome Annotation
Q02L18	Genome Annotation
Q02L47	Genome Annotation
Q02M20	Genome Annotation
Q02MN4	Genome Annotation
Q02NB5	Genome Annotation
Q02PA2	Genome Annotation
Q02PG5	Genome Annotation
Q02PH8	Genome Annotation
Q02QC9	Genome Annotation
Q02QI1	Genome Annotation
Q02RA7	Genome Annotation
Q02RJ6	Genome Annotation
Q02SH2	Genome Annotation
Q02SM0	Genome Annotation
Q02SZ7	Genome Annotation
Q02T82	Genome Annotation
Q02TE1	Genome Annotation
Q02TI3	Genome Annotation
Q02UB7	Genome Annotation
Q02UQ8	Genome Annotation
Q02UU0	Genome Annotation
Q031C3	Genome Annotation
Q03222	Genome Annotation
Q03223	Genome Annotation
Q04351	Genome Annotation
Q04747	Genome Annotation
Q04797	Genome Annotation
Q04944	Genome Annotation
Q04D23	Genome Annotation
Q04D47	Genome Annotation
Q04DB8	Genome Annotation
Q04DH2	Genome Annotation
Q04E64	Genome Annotation
Q04EF1	Genome Annotation
Q04EJ8	Genome Annotation
Q04EQ1	Genome Annotation
Q04FD8	Genome Annotation
Q04FG3	Genome Annotation
Q04G20	Genome Annotation
Q04G23	Genome Annotation
Q04G51	Genome Annotation
Q04G81	Genome Annotation
Q04G86	Genome Annotation
Q04GE6	Genome Annotation
Q04GQ8	Genome Annotation
Q04H39	Genome Annotation
Q04HE3	Genome Annotation
Q04HR4	Genome Annotation
Q04HY8	Genome Annotation
Q04I74	Genome Annotation
Q04IK6	Genome Annotation
Q04IK7	Genome Annotation
Q04IQ3	Genome Annotation
Q04J43	Genome Annotation
Q04J64	Genome Annotation
Q04JB0	Genome Annotation
Q04JP7	Genome Annotation
Q04JW5	Genome Annotation
Q04K81	Genome Annotation
Q04K99	Genome Annotation
Q04KL8	Genome Annotation
Q04KR4	Genome Annotation
Q04KU2	Genome Annotation
Q04KU8	Genome Annotation
Q04L24	Genome Annotation
Q04LE0	Genome Annotation
Q04LI2	Genome Annotation
Q04LP6	Genome Annotation
Q04LU1	Genome Annotation
Q04LW0	Genome Annotation
Q04LY0	Genome Annotation
Q04LZ5	Genome Annotation
Q04M41	Genome Annotation
Q04ML1	Genome Annotation
Q04ML4	Genome Annotation
Q04ML5	Genome Annotation
Q04ML7	Genome Annotation
Q04MM6	Genome Annotation
Q04MN6	Genome Annotation
Q04MP9	Genome Annotation
Q04MY5	Genome Annotation
Q04N48	Genome Annotation
Q04N79	Genome Annotation
Q05238	Genome Annotation
Q05558	Genome Annotation
Q05562	Genome Annotation
Q05852	Genome Annotation
Q05873	Genome Annotation
Q05943	Genome Annotation
Q05971	Genome Annotation
Q05972	Genome Annotation
Q06065	Genome Annotation
Q06067	Genome Annotation
Q06473	Genome Annotation
Q06752	Genome Annotation
Q06796	Genome Annotation
Q06797	Genome Annotation
Q07428	Genome Annotation
Q07635	Genome Annotation
Q07836	Genome Annotation
Q08582	Genome Annotation
Q08787	Genome Annotation
Q0P885	Genome Annotation
Q0P891	Genome Annotation
Q0P8J4	Genome Annotation
Q0P8U6	Genome Annotation
Q0P9X8	Genome Annotation
Q0P9Z9	Genome Annotation
Q0PA33	Genome Annotation
Q0PA50	Genome Annotation
Q0PAF4	Genome Annotation
Q0PAG4	Genome Annotation
Q0PAJ8	Genome Annotation
Q0PAV7	Genome Annotation
Q0PAW2	Genome Annotation
Q0PB83	Genome Annotation
Q0PBD7	Genome Annotation
Q0PBF9	Genome Annotation
Q0PBH5	Genome Annotation
Q0PBN6	Genome Annotation
Q0PBW7	Genome Annotation
Q1LVD4	Genome Annotation
Q1RD54	Genome Annotation
Q2FFR1	Genome Annotation
Q2FX12	Genome Annotation
Q2G0B1	Genome Annotation
Q2G0S5	Genome Annotation
Q2G2F3	Genome Annotation
Q2M7R5	Genome Annotation
Q2RIF5	Genome Annotation
Q2YIF7	Genome Annotation
Q2YQA4	Genome Annotation
Q2YQA5	Genome Annotation
Q3JYL5	Genome Annotation
Q3JYN3	Genome Annotation
Q3JYQ0	Genome Annotation
Q3JZM0	Genome Annotation
Q3K003	Genome Annotation
Q3K0T0	Genome Annotation
Q3K1F5	Genome Annotation
Q3K1H1	Genome Annotation
Q3K1J7	Genome Annotation
Q3K1J9	Genome Annotation
Q3K1T4	Genome Annotation
Q3K1U4	Genome Annotation
Q3K1W9	Genome Annotation
Q3K2B6	Genome Annotation
Q3K2M3	Genome Annotation
Q3K2N8	Genome Annotation
Q3K2S4	Genome Annotation
Q3K378	Genome Annotation
Q3K3G5	Genome Annotation
Q3K3T2	Genome Annotation
Q3K3W1	Genome Annotation
Q3K447	Genome Annotation
Q3K4I6	Genome Annotation
Q3K4J1	Genome Annotation
Q3K4M5	Genome Annotation
Q3K4P8	Genome Annotation
Q3K565	Genome Annotation
Q3K5U6	Genome Annotation
Q3K5V0	Genome Annotation
Q3K5Y0	Genome Annotation
Q3K601	Genome Annotation
Q3K6G2	Genome Annotation
Q3K6L4	Genome Annotation
Q3K6L5	Genome Annotation
Q3K6V9	Genome Annotation
Q3K7B6	Genome Annotation
Q3K7C0	Genome Annotation
Q3K7K6	Genome Annotation
Q3K7M4	Genome Annotation
Q3K7T0	Genome Annotation
Q3K7V3	Genome Annotation
Q3K8C9	Genome Annotation
Q3K8I3	Genome Annotation
Q3K8U5	Genome Annotation
Q3K8Y5	Genome Annotation
Q3K930	Genome Annotation
Q3K9G9	Genome Annotation
Q3K9X5	Genome Annotation
Q3KA11	Genome Annotation
Q3KA73	Genome Annotation
Q3KAF5	Genome Annotation
Q3KBI3	Genome Annotation
Q3KBY4	Genome Annotation
Q3KC07	Genome Annotation
Q3KC40	Genome Annotation
Q3KD22	Genome Annotation
Q3KD42	Genome Annotation
Q3KDM7	Genome Annotation
Q3KDP4	Genome Annotation
Q3KDR5	Genome Annotation
Q3KE11	Genome Annotation
Q3KE48	Genome Annotation
Q3KE50	Genome Annotation
Q3KEA9	Genome Annotation
Q3KFE3	Genome Annotation
Q3KFH7	Genome Annotation
Q3KFS0	Genome Annotation
Q3KFT2	Genome Annotation
Q3KG22	Genome Annotation
Q3KG56	Genome Annotation
Q3KGC5	Genome Annotation
Q3KGE3	Genome Annotation
Q3KGS5	Genome Annotation
Q3KH02	Genome Annotation
Q3KH39	Genome Annotation
Q3KHL4	Genome Annotation
Q3KHX6	Genome Annotation
Q3KJ48	Genome Annotation
Q3KJ67	Genome Annotation
Q3KJC7	Genome Annotation
Q3KJY5	Genome Annotation
Q3KK37	Genome Annotation
Q3L890	Genome Annotation
Q3V5W6	
Q44176	Genome Annotation
Q44636	Genome Annotation
Q45069	Genome Annotation
Q45477	Genome Annotation
Q45478	Genome Annotation
Q45495	Genome Annotation
Q45499	Genome Annotation
Q45582	Genome Annotation
Q45614	Genome Annotation
Q45829	Genome Annotation
Q46106	Genome Annotation
Q46845	Genome Annotation
Q46856	Genome Annotation
Q46920	Genome Annotation
Q46953	Genome Annotation
Q47690	Genome Annotation
Q48662	Genome Annotation
Q48754	Genome Annotation
Q48793	Genome Annotation
Q4J6C9	Genome Annotation
Q4J6D0	Genome Annotation
Q4J6D3	Genome Annotation
Q4J6D5	Genome Annotation
Q4J6E0	Genome Annotation
Q4J6E1	Genome Annotation
Q4J6E8	Genome Annotation
Q4J6E9	Genome Annotation
Q4J6F0	Genome Annotation
Q4J6F3	Genome Annotation
Q4J6F5	Genome Annotation
Q4J6G3	Genome Annotation
Q4J6G6	Genome Annotation
Q4J6G9	Genome Annotation
Q4J6H0	Genome Annotation
Q4J6H1	Genome Annotation
Q4J6H4	Genome Annotation
Q4J6H9	Genome Annotation
Q4J6I0	Genome Annotation
Q4J6I3	Genome Annotation
Q4J6I4	Genome Annotation
Q4J6I9	Genome Annotation
Q4J6J0	Genome Annotation
Q4J6J3	Genome Annotation
Q4J6J4	Genome Annotation
Q4J6J5	Genome Annotation
Q4J6J8	Genome Annotation
Q4J6J9	Genome Annotation
Q4J6K5	Genome Annotation
Q4J6K6	Genome Annotation
Q4J6K7	Genome Annotation
Q4J6K8	Genome Annotation
Q4J6K9	Genome Annotation
Q4J6L0	Genome Annotation
Q4J6L1	Genome Annotation
Q4J6L3	Genome Annotation
Q4J6M2	Genome Annotation
Q4J6M3	Genome Annotation
Q4J6M6	Genome Annotation
Q4J6M9	Genome Annotation
Q4J6P0	Genome Annotation
Q4J6P3	Genome Annotation
Q4J6P4	Genome Annotation
Q4J6P6	Genome Annotation
Q4J6Q2	Genome Annotation
Q4J6Q4	Genome Annotation
Q4J6Q9	Genome Annotation
Q4J6R2	Genome Annotation
Q4J6R8	Genome Annotation
Q4J6S0	Genome Annotation
Q4J6S1	Genome Annotation
Q4J6S4	Genome Annotation
Q4J6S5	Genome Annotation
Q4J6S7	Genome Annotation
Q4J6T1	Genome Annotation
Q4J6T2	Genome Annotation
Q4J6T7	Genome Annotation
Q4J6U2	Genome Annotation
Q4J6U6	Genome Annotation
Q4J6V0	Genome Annotation
Q4J6V4	Genome Annotation
Q4J6V5	Genome Annotation
Q4J6V6	Genome Annotation
Q4J6V8	Genome Annotation
Q4J6V9	Genome Annotation
Q4J6W2	Genome Annotation
Q4J6W3	Genome Annotation
Q4J6W4	Genome Annotation
Q4J6W5	Genome Annotation
Q4J6W6	Genome Annotation
Q4J6W7	Genome Annotation
Q4J6X3	Genome Annotation
Q4J6X5	Genome Annotation
Q4J6Y3	Genome Annotation
Q4J6Y4	Genome Annotation
Q4J6Y8	Genome Annotation
Q4J6Y9	Genome Annotation
Q4J6Z1	Genome Annotation
Q4J6Z4	Genome Annotation
Q4J6Z5	Genome Annotation
Q4J6Z9	Genome Annotation
Q4J700	Genome Annotation
Q4J701	Genome Annotation
Q4J704	Genome Annotation
Q4J707	Genome Annotation
Q4J708	Genome Annotation
Q4J709	Genome Annotation
Q4J712	Genome Annotation
Q4J719	Genome Annotation
Q4J720	Genome Annotation
Q4J721	Genome Annotation
Q4J725	Genome Annotation
Q4J735	Genome Annotation
Q4J737	Genome Annotation
Q4J740	Genome Annotation
Q4J741	Genome Annotation
Q4J744	Genome Annotation
Q4J746	Genome Annotation
Q4J760	Genome Annotation
Q4J763	Genome Annotation
Q4J764	Genome Annotation
Q4J768	Genome Annotation
Q4J769	Genome Annotation
Q4J772	Genome Annotation
Q4J773	Genome Annotation
Q4J774	Genome Annotation
Q4J775	Genome Annotation
Q4J776	Genome Annotation
Q4J782	Genome Annotation
Q4J783	Genome Annotation
Q4J786	Genome Annotation
Q4J788	Genome Annotation
Q4J789	Genome Annotation
Q4J792	Genome Annotation
Q4J793	Genome Annotation
Q4J794	Genome Annotation
Q4J797	Genome Annotation
Q4J7A2	Genome Annotation
Q4J7A3	Genome Annotation
Q4J7A8	Genome Annotation
Q4J7B0	Genome Annotation
Q4J7B1	Genome Annotation
Q4J7B2	Genome Annotation
Q4J7B3	Genome Annotation
Q4J7C0	Genome Annotation
Q4J7C1	Genome Annotation
Q4J7C2	Genome Annotation
Q4J7C8	Genome Annotation
Q4J7D5	Genome Annotation
Q4J7D8	Genome Annotation
Q4J7D9	Genome Annotation
Q4J7E0	Genome Annotation
Q4J7E6	Genome Annotation
Q4J7E7	Genome Annotation
Q4J7F0	Genome Annotation
Q4J7F1	Genome Annotation
Q4J7F2	Genome Annotation
Q4J7F3	Genome Annotation
Q4J7F9	Genome Annotation
Q4J7G0	Genome Annotation
Q4J7G1	Genome Annotation
Q4J7G3	Genome Annotation
Q4J7H1	Genome Annotation
Q4J7I1	Genome Annotation
Q4J7I2	Genome Annotation
Q4J7I3	Genome Annotation
Q4J7I8	Genome Annotation
Q4J7I9	Genome Annotation
Q4J7J4	Genome Annotation
Q4J7J7	Genome Annotation
Q4J7J9	Genome Annotation
Q4J7K5	Genome Annotation
Q4J7K6	Genome Annotation
Q4J7K7	Genome Annotation
Q4J7L6	Genome Annotation
Q4J7L9	Genome Annotation
Q4J7M4	Genome Annotation
Q4J7M9	Genome Annotation
Q4J7N0	Genome Annotation
Q4J7N8	Genome Annotation
Q4J7P1	Genome Annotation
Q4J7P7	Genome Annotation
Q4J7P9	Genome Annotation
Q4J7Q1	Genome Annotation
Q4J7Q5	Genome Annotation
Q4J7Q6	Genome Annotation
Q4J7Q7	Genome Annotation
Q4J7Q8	Genome Annotation
Q4J7R0	Genome Annotation
Q4J7R1	Genome Annotation
Q4J7R5	Genome Annotation
Q4J7R8	Genome Annotation
Q4J7R9	Genome Annotation
Q4J7S8	Genome Annotation
Q4J7S9	Genome Annotation
Q4J7T5	Genome Annotation
Q4J7T6	Genome Annotation
Q4J7T8	Genome Annotation
Q4J7T9	Genome Annotation
Q4J7U0	Genome Annotation
Q4J7U2	Genome Annotation
Q4J7U5	Genome Annotation
Q4J7U7	Genome Annotation
Q4J7U8	Genome Annotation
Q4J7V0	Genome Annotation
Q4J7W0	Genome Annotation
Q4J7W1	Genome Annotation
Q4J7W2	Genome Annotation
Q4J7W3	Genome Annotation
Q4J7W6	Genome Annotation
Q4J7W7	Genome Annotation
Q4J7W8	Genome Annotation
Q4J7X0	Genome Annotation
Q4J7X3	Genome Annotation
Q4J7X9	Genome Annotation
Q4J7Y2	Genome Annotation
Q4J7Y4	Genome Annotation
Q4J7Z0	Genome Annotation
Q4J801	Genome Annotation
Q4J804	Genome Annotation
Q4J811	Genome Annotation
Q4J814	Genome Annotation
Q4J815	Genome Annotation
Q4J823	Genome Annotation
Q4J832	Genome Annotation
Q4J833	Genome Annotation
Q4J835	Genome Annotation
Q4J836	Genome Annotation
Q4J843	Genome Annotation
Q4J845	Genome Annotation
Q4J847	Genome Annotation
Q4J858	Genome Annotation
Q4J860	Genome Annotation
Q4J868	Genome Annotation
Q4J869	Genome Annotation
Q4J870	Genome Annotation
Q4J871	Genome Annotation
Q4J873	Genome Annotation
Q4J879	Genome Annotation
Q4J881	Genome Annotation
Q4J882	Genome Annotation
Q4J884	Genome Annotation
Q4J887	Genome Annotation
Q4J893	Genome Annotation
Q4J8A4	Genome Annotation
Q4J8A7	Genome Annotation
Q4J8A8	Genome Annotation
Q4J8B0	Genome Annotation
Q4J8B3	Genome Annotation
Q4J8B4	Genome Annotation
Q4J8B6	Genome Annotation
Q4J8B7	Genome Annotation
Q4J8B8	Genome Annotation
Q4J8C0	Genome Annotation
Q4J8C3	Genome Annotation
Q4J8C5	Genome Annotation
Q4J8C7	Genome Annotation
Q4J8C8	Genome Annotation
Q4J8C9	Genome Annotation
Q4J8D0	Genome Annotation
Q4J8D1	Genome Annotation
Q4J8D2	Genome Annotation
Q4J8D3	Genome Annotation
Q4J8D5	Genome Annotation
Q4J8D6	Genome Annotation
Q4J8E1	Genome Annotation
Q4J8E8	Genome Annotation
Q4J8F1	Genome Annotation
Q4J8F3	Genome Annotation
Q4J8F4	Genome Annotation
Q4J8F6	Genome Annotation
Q4J8F8	Genome Annotation
Q4J8G0	Genome Annotation
Q4J8G5	Genome Annotation
Q4J8G7	Genome Annotation
Q4J8I4	Genome Annotation
Q4J8I9	Genome Annotation
Q4J8J2	Genome Annotation
Q4J8J7	Genome Annotation
Q4J8K1	Genome Annotation
Q4J8K3	Genome Annotation
Q4J8K5	Genome Annotation
Q4J8K8	Genome Annotation
Q4J8K9	Genome Annotation
Q4J8L0	Genome Annotation
Q4J8L2	Genome Annotation
Q4J8L3	Genome Annotation
Q4J8L4	Genome Annotation
Q4J8L8	Genome Annotation
