Protein	Accession
P0ABB4	SF3814;;S3954
P0ABB6	b3732;;BAE77556
P0ABB7	Z5230;;BAB38097
P0ABB8	SF3812;;S3956
P0ABD5	b4242;;BAE78241
P0ABD7	b0185;;BAA77860
P0ABD8	SF0175;;S0178
P0ABE0	b3255;;BAE77296
P0ABF6	Z4615;;BAB37550
P0ABH0	b2143;;BAE76620
P0ABH2	b0094;;BAB96662
P0ABH3	Z0104;;BAB33521
P0ABH7	SF0091;;S0093
P0ABH8	b0720;;BAA35384
P0ABJ1	c0796
P0ABJ9	b0432;;BAE76212
P0ABK1	b0733;;BAA35399
P0ABK4	SF0564;;S0577
P0ABK5	Z0901;;BAB34192
P0ABP8	b2414;;BAA16288
P0ABQ4	b4384;;BAE78373
P0ABR3	b0048;;BAB96616
P0ABT0	Z1698;;BAB34862
P0ABT2	Z2891;;BAB35975
P0ABT3	b0812;;BAA35484
P0ABT4	Z1034;;BAB34313
P0ABU2	SF0763;;S0805
P0ABU4	b1203;;BAA36061
P0ABU5	SF1206;;S1290
P0ABX2	b3209;;BAE77253
P0ABZ8	b1074;;BAA35882
P0AC13	Z0062;;BAB33481
P0AC15	b3177;;BAE77221
P0AC33	SF3217;;S3435
P0AC38	b1612;;BAA15360
P0AC40	b4139;;BAE78141
P0AC41	SF4293;;S4560
P0AC47	b0723;;BAA35390
P0AC50	b4153;;BAE78157
P0AC55	SF4311;;S4576
P0AC59	b0450;;BAE76230
P0AC62	b1064;;BAA35872
P0AC69	b3610;;BAE77682
P0AC81	b1654;;BAA15420
P0AC87	b1651;;BAE76494
P0AC90	SF3451;;S4312
P0AC91	Z3217;;BAB36281
P0ACA3	SF2116;;S2239
P0ACA5	b3229;;BAE77272
P0ACB3	Z4587;;BAB37525
P0ACB4	SF0249;;S0270
P0ACB9	b3850;;BAE77453
P0ACC2	Z5316;;BAB38155
P0ACC3	SF1215;;S1299
P0ACD6	b0156;;BAB96733
P0ACD7	Z3796;;BAB36818
P0ACD8	SF2576;;S2748
P0ACE2	b0973;;BAA35738
P0ACE5	SF3041;;S3242
P0ACE6	Z0573;;BAB33936
P0ACE7	SF0405;;S0412
P0ACF0	b1103;;BAA35910
P0ACF4	b4000;;BAE77319
P0ACF8	b0440;;BAE76220
P0ACG0	b1237;;BAA36117
P0ACG1	Z2013;;BAB35162
P0ACG3	b2669;;BAA16535
P0ACI9	SF2697;;S2883
P0ACJ0	SF3823;;S3945
P0ACK9	b0889;;BAA35614
P0ACL4	SF2819;;S3014
P0ACL8	SF3137;;S3345
P0ACN4	SF3643;;S4125
P0ACP3	b0506;;BAE76284
P0ACP8	Z0090;;BAB33507
P0ACS1	Z2681;;BAB35790
P0ACW7	Z3985;;BAB36969
P0ACZ3	SF1784;;S1490
P0ACZ4	Z1399;;BAB34561
P0ACZ7	b2369;;BAA16240
P0AD23	SF2436;;S2573
P0AD24	SF2268;;S2397
P0AD59	b2187;;BAE76652
P0AD61	b0220;;BAA77890
P0AD62	b1676;;BAA15445
P0ADB1	Z2704;;BAB35806
P0ADB7	b1739;;BAA15528
P0ADC5	b4411;;BAE78151
P0ADE6	Z1757;;BAB34917
P0ADE9	b2665;;BAA16528
P0ADG7	SF2884;;S3083
P0ADG8	b2508;;BAA16395
P0ADI4	Z3772;;BAB36793
P0ADN2	b0595;;BAE76350
P0ADN4	b3764;;BAE77531
P0ADN5	Z5276;;BAB38122
P0ADQ7	SF3840;;S3920
P0ADR7	b2672;;BAA16537
P0ADS2	Z4123;;BAB37089
P0ADS5	b2910;;BAE76975
P0ADT4	SF2896;;S3095
P0ADU5	SF3077;;S3282
P0ADW3	b3024;;BAE77080
P0ADW5	b3233;;BAE77276
P0ADX1	Z4592;;BAB37529
P0ADY3	b3356;;BAE77934
P0ADY6	b3310;;BAE77981
P0ADY7	SF3342;;S4420
P0ADZ3	b3313;;BAE77978
P0AE08	SF3350;;S4412
P0AE10	b0605;;BAA35235
P0AE11	Z0749;;BAB34067
P0AE12	SF0524;;S0529
P0AE18	b1982;;BAA15802
P0AE20	b0168;;BAB96743
P0AE21	Z0178;;BAB33593
P0AE39	SF0158;;S0161
P0AE52	b2381;;BAA16251
P0AE54	b2480;;BAA16358
P0AE55	Z3739;;BAB36765
P0AE62	SF2523;;S2673
P0AE67	SF1497;;S1614
P0AE68	b1882;;BAA15698
P0AE82	Z2936;;BAB36015
P0AE88	b3911;;BAE77398
P0AEB2	b3912;;BAE77397
P0AEB7	b0632;;BAA35275
P0AEC3	b1809;;BAA15618
P0AED0	b3210;;BAE77254
P0AED2	b3495;;BAE77799
P0AED5	Z4895;;BAB37790
P0AED6	b1914;;BAA15734
P0AEE5	SF1957;;S2053
P0AEE7	b2150;;BAE76627
P0AEH5	SF2235;;S2364
P0AEI3	b2266;;BAA16093
P0AEJ4	Z0810;;BAB34122
P0AEK2	b3404;;BAE77887
P0AEK5	b1093;;BAA35901
P0AEL5	Z2512;;BAB35284
P0AEP5	Z4763;;BAB37673
P0AES0	Z2012;;BAB35161
P0AES5	b2988;;BAE77049
P0AES7	SF2311;;S2444
P0AES8	Z5190;;BAB38057
P0AET8	SF3765;;S4006
P0AET9	b1619;;BAA15370
P0AEU0	Z2624;;BAB35750
P0AEU7	b2309;;BAA16155
P0AEV1	b0178;;BAA77853
P0AEX9	b1235;;BAA36103
P0AEZ6	b4034;;BAE78036
P0AEZ9	SF1162;;S1248
P0AF04	b0782;;BAA35440
P0AF05	Z0009;;BAB33432
P0AF24	SF0010;;S0009
P0AF25	b0675;;BAA35318
P0AF28	Z0822;;BAB34128
P0AF49	b1221;;BAA36089
P0AF50	Z5655;;BAB38461
P0AF69	b4057;;BAE78059
P0AF93	SF4323;;S4591
P0AFA3	b4243;;BAE78242
P0AFB5	Z1998;;BAB35150
P0AFB6	b3869;;BAE77440
P0AFC7	Z5405;;BAB38214
P0AFC9	b2287;;BAA16121
P0AFD6	Z3546;;BAB36594
P0AFD8	b2281;;BAA16109
P0AFD9	Z3540;;BAB36588
P0AFE3	SF2357;;S2492
P0AFF9	SF2356;;S2491
P0AFG0	SF3210;;S3427
P0AFG5	b3982;;BAE77338
P0AFG6	Z0880;;BAB34174
P0AFG8	b0727;;BAA35393
P0AFG9	b0114;;BAB96684
P0AFH6	Z0124;;BAB33541
P0AFH8	b1245;;BAA14777
P0AFI8	b4376;;BAE78364
P0AFJ1	SF1663;;S1795
P0AFJ5	b4108;;BAE78110
P0AFJ6	b0399;;BAE76179
P0AFM2	Z0497;;BAB33872
P0AFM6	b2679;;BAA16544
P0AFP6	b1304;;BAA14873
P0AFP8	b0710;;BAA35374
P0AFU9	Z0861;;BAB34158
P0AFW2	SF1690;;S1822
P0AG07	b0953;;BAA35711
P0AG10	b3386;;BAE77905
P0AG23	SF3404;;S4358
P0AG26	SF2797;;S2991
P0AG30	SF3690;;S4079
P0AG40	b3783;;BAE77515
P0AG46	b0025;;BAB96594
P0AG48	Z4664;;BAB37582
P0AG49	b3186;;BAE77230
P0AG51	Z4549;;BAB37488
P0AG55	b3302;;BAE77989
P0AG57	b3305;;BAE77986
P0AG58	Z4675;;BAB37593
P0AG61	SF3337;;S4425
P0AG63	Z4677;;BAB37595
P0AG65	b3311;;BAE77980
P0AG66	Z4681;;BAB37599
P0AG67	SF3343;;S4419
P0AG70	b0911;;BAA35655
P0AG73	SF0907;;S0971
P0AG83	SF3910;;S3844
P0AG86	SF3727;;S4045
P0AG92	b3609;;BAE77683
P0AG95	SF0345;;S0353
P0AGA2	Z0508;;BAB33883
P0AGA4	b3300;;BAE77991
P0AGA5	Z4670;;BAB37588
P0AGA6	SF3332;;S4430
P0AGB0	b3669;;BAE77624
P0AGD3	b4388;;BAE78377
P0AGD6	b1656;;BAA15422
P0AGE9	SF1684;;S1816
P0AGG4	b0729;;BAA35395
P0AGG8	b2582;;BAA16469
P0AGJ0	b3244;;BAE77287
P0AGJ1	Z4660;;BAB37578
P0AGJ9	SF3321;;S3546
P0C018	b1637;;BAA15398
P0C020	b3304;;BAE77987
P0C021	Z4674;;BAB37592
P0C037	SF3336;;S4426
P0C039	b0391;;BAE76172
P0C046	Z0487;;BAB33864
P0C055	NWMN_0219
P0C061	Z5183;;BAB38050
P0C0F6	N/A
P0C0L2	XCC1856
P0C0L7	b1482;;BAA15128
P0C0L8	b4111;;BAE78113
P0C0R8	Z5713;;BAB38516
P0C0V0	Z4541;;BAB37481
P0C281	b0161;;BAB96738
P0C5S3	CAC96232
P0C5S4	SSO1419
P0C8J6	N/A
P0C8J8	b2096;;BAA15966
P0CE47	b2095;;BAA15965
P0CE48	b3339;;BAE77952
P0CG95	b3980;;BAE77340
P0CG96	Rv0814c
P0CH91	SMc02584
P0CI73	Rv0643c
P0CI74	SSO1389
P0CI75	BSU22180
P0CI78	BSU01780
P0CI80	BSU01270
P0CV86	SSO1379
P0DJF8	Rv1954A
P0DJM1	BAA18570
P0DJM2	CAC99550
P0DJM3	CAC99551
P0DJO8	CAC99552
P0DJP1	CAC98752
P0DJP2	CAC99547
P0DM80	CAC99477
P10121	STM1230
P10408	b3464;;BAE77829
P10727	BSU17600
P10908	SSO1378
P10958	BSU23470
P11044	SMa1227
P11065	SSO1373
P11162	BSU09990
P11311	N/A
P11386	BSU21820
P11447	SSO1357
P11454	b3960;;BAE77351
P11502	b0586;;BAE76341
P11513	Saci_0246
P11830	Saci_0693
P11875	SSO1329
P12042	SACE_4132
P12043	BSU06480
P12046	BSU06500
P12048	BSU06450
P12425	BSU06520
P12464	SSO7578
P12669	BSU37160
P12758	BSU03420
P12784	b3831;;BAE77470
P12873	BSU17460
P12875	BSU01240
P12877	BSU01260
P12879	BSU01280
P12975	SSO1228
P13024	BAA18383
P13029	b3891;;BAE77418
P13035	b3942;;BAE77368
P13039	b3426;;BAE77866
P13128	b0585;;BAA35226
P13243	BSU01300
P13267	BSU37120
P13484	SSO1210
P13485	BSU35730
P13714	BSU16580
P13799	SSO1190
P13800	BSU03050
P13927	BSU35490
P13981	MG_451
P14175	SSO1159
P14192	PA5171
P14193	BSU00500
P14407	SSO1146
P14577	BSU00510
P14900	SSO1137
P14949	b0088;;BAB96656
P14951	BSU01230
P15042	SSO1136
P15106	b2411;;BAA16282
P15254	CAB90845
P15288	b2557;;BAE76733
P15401	b0237;;BAA77906
P15729	BSU38420
P15874	BSU28490
P16033	SSO1121
P16263	BSU25480
P16449	SSO1104
P16575	BSU01560
P16659	BP1877
P16676	b0194;;BAA77870
P16701	b2422;;BAA16296
P16971	BSU19360
P17062	SSO1093
P17117	BAD02039
P17127	b0851;;BAA35562
P17196	BSU16940
P17315	SSO1091
P17443	b2155;;BAE76632
P17444	b0090;;BAB96658
P17622	b0311;;BAE76094
P17820	Saci_0685
P17865	BSU25470
P17876	SSO1049
P17893	BSU15290
P17903	BSU24250
P17922	SSO1033
P18009	BSU28630
P18014	SF_p0079
P18158	BSU04710
P18159	BSU09300
P18185	BSU09310
P19050	SSO0928
P19125	BAA18284
P19372	BSU11240
P19405	SMc00573
P19406	BSU05740
P19466	SSO0853
P19569	BSU22770
P19582	BAA16688
P19669	BSU09410
P19931	SSO0848
P19934	b0976;;BAA35741
P19947	BSU37110
P19993	BSU01340
P20099	SSO0511
P20166	b3551;;BAE77744
P20277	CAC32013
P20282	BSU01440
P20458	SSO0468
P20668	BSU01390
P20804	BSU18460
P20964	BSU01410
P20966	SSO0466
P21165	b2167;;BAA15976
P21171	b3847;;BAE77456
P21177	CAC98661
P21189	b3846;;BAE77457
P21204	BSU27920
P21464	BSU27910
P21465	BSU16490
P21467	BSU01220
P21468	BSU01330
P21469	BSU40910
P21470	BSU01110
P21471	BSU01500
P21472	BSU01150
P21473	BSU01100
P21474	BSU16680
P21476	BSU15990
P21478	BSU01200
P21513	SSO0186
P21599	b1084;;BAA35893
P21697	b1854;;BAA15662
P21866	BAA10227
P21873	b0694;;BAA35351
P21879	N/A
P21880	BSU25410
P21882	BSU14610
P21883	BSU14590
P21885	BSU14600
P21888	SSO0137
P21889	b0526;;BAE76303
P22034	b1866;;BAA15677
P22106	BAA10240
P22255	b0674;;BAA35317
P22259	b4214;;BAE78215
P22326	BSU14630
P22447	BSU29670
P22795	SSO0127
P23112	MPN_003
P23129	Saci_0603
P23349	SSO0035
P23353	BAA17416
P23388	BAA17415
P23479	N/A
P23522	BSU10640
P23530	BSU19370
P23532	SSO0029
P23534	N/A
P23538	N/A
P23545	b1702;;BAA15471
P23568	EF_0710
P23721	SSO0011
P23747	MPN_665
P23789	PA5483
P23836	N/A
P23843	b1130;;BAA35952
P23874	b1243;;BAA14775
P23893	b1507;;BAA15179
P23926	BSU12510
P23966	PA1544
P23971	BSU30800
P24073	CAD30950
P24141	BSU30790
P24182	N/A
P24188	b3256;;BAE77297
P24205	b1055;;BAA35853
P24366	b1855;;BAA15663
P24400	N/A
P24602	N/A
P25144	BSU11430
P25151	BSU29740
P25177	BSU38460
P25499	HP_0075
P25519	N/A
P25524	b4173;;BAE78174
P25665	b0337;;BAE76119
P25906	b3829;;BAE77472
P25924	b1406;;BAA15021
P25953	BSU25490
P25993	BSU24730
P25994	BSU15510
P26275	BSU15520
P26276	L117685
P26290	PA5322
P26292	BAA17628
P26379	PA5261
P26380	BSU27070
P26408	L1762179
P26480	N/A
P26497	BSU27060
P26527	L91510
P26777	BAA18087
P26811	BSU40960
P26899	SSO0552
P26900	BSU23570
P26901	BSU23580
P26907	BSU08820
P27179	L24228
P27180	BAA16735
P27181	BAA16736
P27206	BAA16737
P27240	BSU03480
P27278	b3625;;BAE77667
P27340	BSU04400
P27341	Saci_1461
P27414	L48504
P27434	Saci_1462
P27550	b2516;;BAA16403
P27724	b4069;;BAE78071
P27830	BAA17939
P27876	Saci_1460
P27902	L189448
P27951	CAD55464
P28008	N/A
P28015	BSU33920
P28056	L147936
P28367	BSU00490
P28368	BSU35290
P28371	N/A
P28598	BSU35310
P28599	BSU06030
P28619	BSU06020
P28764	MPN_377
P28904	CAC99517
P29107	b4239;;BAE78238
P29141	BAA18666
P29254	BSU38090
P29255	BAA17437
P29256	BAA17438
P29726	BSU28370
P29727	N/A
P30011	BSU06360
P30125	b0109;;BAE76041
P30177	b0073;;BAB96642
P30717	BSU40420
P30721	CA_C2703
P30843	N/A
P30845	b4113;;BAE78115
P30859	b4114;;BAE78116
P30870	b0863;;BAA35577
P30871	b3053;;BAE77104
P30949	CA_C1282
P30950	BSU28120
P31103	BSU28130
P31104	BSU22730
P31112	N/A
P31114	BSU22710
P31120	N/A
P31130	b3176;;BAE77220
P31142	b1536;;BAA15226
P31572	b2521;;BAA16411
P31658	b0038;;BAB96607
P31663	b1967;;BAA15794
P31808	b0133;;BAE76042
P31966	b1271;;BAA14808
P31973	SYNPCC7002_A2212
P31979	SYNPCC7002_A0853
P32132	b2284;;BAA16113
P32177	b3871;;BAE77438
P32397	BSU22740
P32422	N/A
P32670	BAA10036
P32680	b3947;;BAE77363
P32690	b3999;;BAE77320
P32727	BSU10140
P33166	BSU16600
P33195	N/A
P33197	b2903;;BAE76968
P33228	BAD71358
P33271	BSU01130
P33361	CAD55221
P33379	b2130;;BAE76607
P33380	CAD00731
P33595	CAD00737
P33698	b0069;;BAB96638
P33919	SM_b20961
P35024	SACE_5814
P35136	N/A
P35163	Saci_1458
P35340	N/A
P35469	BSU23120
P35838	CAC01489
P36265	CA_C0552
P36430	SMc00913
P36556	BSU30320
P36672	N/A
P36683	b4240;;BAE78239
P36938	b0118;;BAB96692
P36945	STM4292
P36947	BSU35920
P37095	PA5194
P37101	b2523;;BAA16413
P37146	BAA18458
P37177	b2676;;BAA16541
P37182	b2829;;BAE76898
P37188	b2993;;BAE77054
P37194	b2093;;BAA15956
P37251	BSU35940
P37253	BSU28310
P37277	PA5022
P37282	BSU28290
P37330	PA5009
P37349	b2976;;BAE77036
P37437	L198893
P37455	BSU40500
P37464	BSU40900
P37465	PA3796
P37477	BSU00130
P37478	BSU00820
P37487	BSU40410
P37491	PA3238
P37527	BSU40550
P37536	BSU00110
P37538	BSU00270
P37552	BSU00290
P37560	BSU00480
P37561	PA2462
P37562	BSU00650
P37568	BSU00630
P37569	BSU00830
P37570	BSU00840
P37571	BSU00850
P37582	BSU00860
P37599	PA1423
P37666	BSU14010
P37685	b3553;;BAE77742
P37689	b3588;;BAE77705
P37690	b3612;;BAE77680
P37692	b3613;;BAE77679
P37744	b3620;;BAE77672
P37747	b2039;;BAA15881
P37751	b2036;;BAA15878
P37755	b2032;;BAA15874
P37756	N/A
P37759	SF2091;;S2212
P37777	b2041;;BAA15883
P37779	SF2104;;S2227
P37782	SF2102;;S2225
P37793	SF2099;;S2221
P37808	BSU17450
P37811	BSU36830
P37814	BSU36840
P37820	BSU36850
P37869	Saci_0196
P37870	PA0389
P37871	BSU01070
P37877	BSU33900
P37903	PA0170
P37940	BSU29470
P37946	BSU24050
P37949	BSU21770
P37967	N/A
P38021	BSU25510
P38032	BSU40340
P38033	BSU27870
P38038	N/A
P38051	b2764;;BAE76841
P38134	b2265;;BAA16092
P38382	b0981;;BAA35746
P38494	BSU27880
P38576	BSU22880
P38618	N/A
P38619	BAD71788
P39065	N/A
P39074	Saci_1465
P39120	BSU24000
P39121	BSU29140
P39123	BSU39420
P39126	BSU30940
P39138	BSU29130
P39145	BSU40320
P39147	BSU35470
P39148	BSU35450
P39149	BSU36900
P39156	BSU36890
P39177	N/A
P39180	b0607;;BAA35237
P39215	b2000;;BAA15825
P39221	BSU31260
P39297	BAB96625
P39384	b4189;;BAE78190
P39396	b4335;;BAE78328
P39410	b4354;;BAE78344
P39463	BSU36920
P39464	Saci_1370
P39466	Saci_0092
P39467	CAB88921
P39470	Saci_0834
P39471	Saci_0080
P39473	Saci_0083
P39480	CAB82079
P39481	Saci_2087
P39573	Saci_0085
P39579	SSO0219
P39604	BSU38520
P39605	N/A
P39610	BSU38120
P39633	BSU38020
P39634	BSU37790
P39645	BSU37780
P39646	BSU37670
P39647	N/A
P39651	BSU37650
P39758	BSU37660
P39759	N/A
P39764	BSU14480
P39765	BSU14490
P39773	BSU15470
P39779	BSU33910
P39781	N/A
P39782	BSU16170
P39789	N/A
P39794	BSU22330
P39807	BSU07800
P39808	BSU35440
P39812	BSU35420
P39821	BSU12530
P39838	N/A
P39899	b2216;;BAA15999
P39912	BSU11100
P39914	BSU29750
P40171	BSU29760
P40191	CAA20418
P40396	b2418;;BAA16292
P40739	BSU10420
P40758	BSU39270
P40780	BSU13130
P40806	N/A
P40867	BSU17180
P40924	BSU29770
P41789	BSU33930
P42085	STM4005
P42175	BSU22070
P42234	N/A
P42248	BSU39050
P42296	BSU02590
P42318	BSU37280
P42319	BSU38960
P42349	N/A
P42352	BAA18175
P42383	BSU38950
P42400	HP_0010
P42403	BSU03380
P42408	SF1371;;S1959
P42409	BSU30840
P42410	BSU03410
P42412	BSU04680
P42420	BSU39760
P42430	SF0312;;SF1901
P42443	BSU39670
P42588	SYNPCC7002_A1312
P42632	b3073;;BAE77123
P42784	b3114;;BAE77162
P42919	DR_2340
P42920	BSU01190
P42924	BSU01160
P42974	BSU01180
P43261	N/A
P43891	BSU40100
P45359	BAD70682
P45395	TUE45_00519
P45425	b3197;;BAE77241
P45451	b3222;;BAE77265
P45500	BAA18170
P45523	CAB51991
P45545	b3347;;BAE77944
P45577	b3376;;BAE77915
P45578	b1831;;BAA15639
P45596	b2687;;BAA16549
P45618	SMU_674
P45693	CA_C2873
P45694	BSU16980
P45740	BSU17890
P45742	BSU08790
P45744	N/A
P45745	BSU31990
P45758	BSU31960
P45848	b3325;;BAE77966
P45905	b1268;;BAA14803
P45913	BSU26310
P45931	BSU26230
P46215	BSU08980
P46318	Saci_0599
P46323	N/A
P46327	BSU38590
P46338	BSU39880
P46343	BSU24990
P46353	BSU25340
P46354	BSU23500
P46469	BSU23490
P46787	N/A
P46837	CAB82089
P46889	b3407;;BAE77884
P46898	L0204
P46899	BSU01310
P46916	N/A
P46917	BSU30890
P46922	BSU35690
P48372	BSU01320
P48576	N/A
P48949	BAA10079
P49057	BAA10169
P49433	BAA10210
P49814	PA3168
P49978	BSU29120
P50308	Saci_0574
P50456	CAB61670
P50610	b1594;;BAA15318
P50620	Saci_0955
P50735	BSU17380
P50736	BSU22960
P50831	BSU22950
P50840	BSU22150
P50848	BSU22170
P50849	BSU22080
P50863	CAB51988
P50866	BSU16690
P51024	N/A
P51831	BSU28220
P51833	BSU15910
P52042	BSU15930
P52046	CA_C2711
P52143	CAB38486
P52208	b2647;;BAA16514
P52231	BAA10105
P52415	BAA10623
P52688	BAA18822
P52697	N/A
P52934	b0767;;BAA35431
P52983	N/A
P53383	BAA18168
P53593	CA_C2712
P54123	N/A
P54147	BAA10871
P54156	BAA10631
P54169	BSU21780
P54170	BSU21880
P54205	BSU21860
P54206	BAA10190
P54224	BAA10192
P54304	BAA10824
P54375	PA1588
P54376	BSU25020
P54380	BSU24560
P54390	BSU25270
P54394	N/A
P54418	BSU22580
P54419	BSU30560
P54452	BSU30550
P54460	N/A
P54464	BSU25680
P54465	BSU25400
P54470	BSU25390
P54471	BSU25240
P54474	N/A
P54496	BSU25180
P54504	N/A
P54514	BSU24760
P54517	BSU24840
P54523	BSU24470
P54530	BSU24270
P54555	BSU24090
P54558	N/A
P54597	BSU23740
P54601	BSU09140
P54616	BSU23770
P54617	BSU11720
P54691	CAB45217
P54717	BSU06180
P54735	N/A
P54741	BAA10726
P54947	BSU08190
P55038	N/A
P55342	BSU39550
P55872	BSU15120
P55975	BSU28870
P55981	N/A
P55986	HP_0887
P55989	HP_1459
P55992	HP_1072
P56069	HP_1555
P56119	HP_0106
P56123	HP_1249
P56197	HP_1248
P56258	SF3715;;S4056
P56849	HP_0401
P56970	BSU24900
P57698	Cj1220
P58070	N/A
P58111	PA1634
P58121	SSO0446
P58130	N/A
P58176	L0411
P58178	SSO0504
P58191	BruAb1_1586
P58229	SSO5663
P58233	Z2216;;BAB35520
P58253	Z5111;;BAB37983
P58255	SSO0951
P58262	CA_C3076
P58297	SPD_0324
P58363	Z3014;;BAB36086
P58384	Z4574;;BAB37512
P58473	Z2611;;BAB35739
P58694	Z3790;;BAB36812
P58938	Z1278;;BAB34436
P59107	XAC3515
P59132	SF1291;;S1373
P59184	SF3328;;S4434
P59339	SF3346;;S4416
P59393	SF4099;;S3631
P59395	SF1459;;S1574
P59409	SF0033;;S0035
P59444	SF3656;;S4111
P59445	SF0245;;SF0879;;SF0933;;SF0960;;SF1054;;SF1165;;SF1343;;SF1463;;SF1587;;SF2011;;SF2615;;SF2694;;SF2873;;SF2984;;SF3431;;SF3512;;SF3805;;SF3873;;SF3988;;SF4097;;SF4185
P59600	SF1024;;SF1166;;SF2683;;SF2856;;SF3005;;S1094;;S1253;;S2861;;S3055;;S3209
P59609	SF4034;;S3712
P59740	SF3213;;S3430
P59746	SF2775;;S2968
P60071	SF1495;;S1612
P60294	SACOL2056
P60339	Rv2908c
P60357	Z2800
P60364	Rv2445c
P60365	SSO0081
P60384	CAC99581
P60422	CAD00150
P60424	b3317;;BAE77974
P60429	Z4688;;BAB37605
P60438	SF3349;;S4413
P60440	b3320;;BAE77971
P60464	LH57_00720;;Rv0128
P60546	Z4691;;BAB37608
P60651	b3648;;BAE77645
P60718	b2937;;BAE77000
P60723	Z0773;;BAB34089
P60752	b3319;;BAE77972
P60788	b0914;;BAA35658
P60908	SF2631;;S2804
P60929	Saci_1288
P61055	Z3777;;BAB36799
P61175	CAD00709
P61177	b3315;;BAE77976
P61488	Z4686;;BAB37603
P61490	TT_C0166
P61493	Saci_0669
P61517	TT_C1714
P61518	b0126;;BAB96701
P61887	SF0123;;S0125
P61889	b3789;;BAE77509
P62399	b3236;;BAE77279
P62401	b3308;;BAE77983
P62622	Z4678;;BAB37596
P62707	Z3778;;BAB36800
P62709	b0755;;BAA35417
P62710	Z0925;;BAB34206
P62768	SF0549;;S0557
P62769	b0163;;BAB96740
P62771	Z0175;;BAB33590
P63020	SF0155;;S0158
P63022	b3414;;BAE77877
P63180	Z4769;;BAB37679
P63224	SF4335;;S4603
P63284	b0222;;BAA77892
P63285	b2592;;BAA16476
P63390	Z3886;;BAB36878
P63610	Z4713;;BAB37626
P63634	Z3592;;BAB36636
P63737	SF4049;;S3695
P64074	Z0038;;BAB33459
P64149	CAD00533
P64258	SF3674;;S4094
P64451	Z0097;;BAB33514
P64455	b1431;;BAE76436
P64463	b1446;;BAE76442
P64469	b1541;;BAE76463
P64490	Z2631;;BAB35757
P64581	b1810;;BAE76534
P64584	b3098;;BAE77148
P64611	SF3141;;S3349
P65330	Saci_1064
P66025	SF3247;;S3465
P66042	S3076
P66054	CAD00777
P66072	CAD00775
P66125	Z4671;;BAB37589
P66166	CAC99618
P66221	CAD00702
P66330	CAD00771
P66372	CAD00711
P66383	CAD00869
P66484	CAD00686
P66503	CAD00706
P66607	CAC99558
P66608	Z4699;;BAB37615
P66611	SF3359;;S4403
P66699	CAD00868
P66794	CAD00684
P66808	Z2797;;BAB35893
P67080	Mb3250c
P67176	b2951;;BAE77014
P67911	Z2916;;BAB35997
P68066	Z5046;;BAB37920
P68067	b2579;;BAA16465
P68187	Z3862;;BAB36868
P68191	b4035;;BAE78037
P68206	b1480;;BAE76452
P68567	b4045;;BAE78047
P68571	b3497;;BAE77797
P68575	BSU21440
P68579	BSU20420
P68681	BSU21470
P68685	Z4418;;BAB37371
P68918	SF3106;;S3311
P69222	SF2272;;S2401
P69224	b0884;;BAA35602
P69227	Z1228;;BAB34392
P69409	SF0843;;S0884
P69410	Z3476;;BAB36529
P69428	SF2301;;S2432
P69441	b3836;;BAE77465
P69503	b0474;;BAE76253
P69776	b0469;;BAE76248
P69783	b1677;;BAA16044
P69786	b2417;;BAA16291
P69791	b1101;;BAA35908
P69795	b1736;;BAA15517
P69797	b1738;;BAA15519
P69799	b1817;;BAA15624
P69807	Z2860;;BAB35950
P69811	Z2862;;BAB35952
P69824	b2169;;BAA15978
P69828	b2934;;BAE76997
P69829	b2094;;BAA15957;;BAA15964
P69908	b3204;;BAE77248
P69910	b3517;;BAE77777
P69911	b1493;;BAA15163
P69913	Z2215;;BAB35521
P69915	b2696;;BAA16558
P69923	Z3998;;BAB36976
P69925	SF2816;;S3011
P70949	BAB43220
P70974	Rv0534c
P70976	Saci_0892
P70996	Z3491;;BAB36541
P71005	BSU37520
P71012	BSU37430
P71021	Rv3846
P71035	BSU38760
P71036	SSO3078
P71051	Rv0129c
P71055	BSU14400
P71067	Saci_1281
P71073	BSU34320
P71083	Saci_1172
P71086	Saci_1158
P71088	Saci_1099
P71104	Saci_1085
P71447	SMc03069
P71590	BSU31920
P71594	Rv0020c
P71599	LH57_00150;;Rv0024
P71622	Saci_0957
P71635	LH57_00180;;Rv0029
P71640	Rv2818c
P71658	LH57_15350;;Rv2811
P71668	MPN_429
P71699	Rv1388
P71707	Saci_0113
P71737	Rv0054
P71738	Rv0042c
P71741	MPN_671
P71792	Rv2405
P71890	LH57_08300;;Rv1513
P71897	Saci_1724
P71977	SSO0869
P72062	PA5050
P72151	LH57_12670;;Rv2322c
P72584	PA1092
P72585	BAA16583
P72619	N/A
P72641	N/A
P72648	BAA16643
P72655	BAA16650
P72656	BAA16657
P72659	BAA16658
P72661	BAA16661
P72673	N/A
P72674	BAA16675
P72689	N/A
P72697	BAA16696
P72705	N/A
P72706	BAA16712
P72721	N/A
P72723	BAA16728
P72738	BAA16730
P72746	N/A
P72747	N/A
P72748	N/A
P72756	N/A
P72757	N/A
P72758	N/A
P72760	N/A
P72761	BAA16775
P72781	BAA16776
P72788	N/A
P72791	N/A
P72797	N/A
P72805	BAA16812
P72815	N/A
P72827	N/A
P72835	BAA16842
P72845	BAA16850
P72849	N/A
P72854	BAA16864
P72864	BAA16869
P72866	N/A
