Protein	MSA ID
P9WGM5	MSA0880
P9WGM7	MSA0453
P9WGM9	MSA0453
P9WGN1	MSA0453
P9WGN7	N/A
P9WGN8	N/A
P9WGN9	N/A
P9WGP5	MSA0423
P9WGQ1	MSA0504
P9WGR0	N/A
P9WGR1	MSA0406
P9WGR9	MSA0504
P9WGS1	MSA0504
P9WGT2	N/A
P9WGT3	MSA0504
P9WGT9	MSA0173
P9WGV2	N/A
P9WGV3	MSA0333
P9WGY8	N/A
P9WGY9	MSA0060
P9WGZ1	N/A
P9WH05	N/A
P9WH07	MSA0021
P9WH34	N/A
P9WH35	MSA0344
P9WH37	MSA0066
P9WH41	MSA0202
P9WH42	N/A
P9WH43	MSA0358
P9WH45	MSA0138
P9WH48	N/A
P9WH49	MSA0180
P9WH51	MSA0139
P9WH53	N/A
P9WH82	N/A
P9WH83	MSA0068
P9WH87	MSA0062
P9WHA1	MSA0190
P9WHA7	MSA0191
P9WHB3	MSA0163
P9WHB7	MSA0150
P9WHC1	N/A
P9WHC7	MSA0057
P9WHD1	MSA0192
P9WHD2	N/A
P9WHD3	MSA0155
P9WHE0	N/A
P9WHE1	MSA0075
P9WHF3	MSA0548
P9WHG1	MSA0167
P9WHG9	MSA0229
P9WHI9	MSA0569
P9WHJ5	N/A
P9WHK5	MSA0349
P9WHK7	MSA0337
P9WHM1	MSA0028
P9WHN5	N/A
P9WHP5	MSA0776
P9WHQ1	MSA0567
P9WHR1	N/A
P9WHS1	MSA0613
P9WHT2	N/A
P9WHT3	N/A
P9WHU1	MSA0416
P9WHU7	MSA0247
P9WHV0	N/A
P9WHV1	MSA0010
P9WHV7	MSA0047
P9WHW3	MSA0422
P9WHW5	N/A
P9WI27	N/A
P9WI41	N/A
P9WI47	N/A
P9WI48	N/A
P9WI49	N/A
P9WI55	MSA0170
P9WI62	N/A
P9WI63	N/A
P9WI64	N/A
P9WI65	N/A
P9WI66	N/A
P9WI67	N/A
P9WI69	N/A
P9WI70	N/A
P9WI71	N/A
P9WI72	N/A
P9WI73	N/A
P9WI74	N/A
P9WI75	N/A
P9WI76	N/A
P9WI77	N/A
P9WI78	N/A
P9WI79	N/A
P9WI80	N/A
P9WI81	N/A
P9WI82	N/A
P9WI83	N/A
P9WIA1	MSA0270
P9WIC5	MSA0989
P9WIC7	MSA0278
P9WID5	MSA0345
P9WIE3	MSA0584
P9WIE5	MSA0263
P9WIF8	N/A
P9WIF9	N/A
P9WIG1	N/A
P9WIG4	N/A
P9WIG5	N/A
P9WIH2	N/A
P9WIH3	MSA0605
P9WII8	N/A
P9WII9	N/A
P9WIJ9	N/A
P9WIM7	N/A
P9WIM9	N/A
P9WIN1	MSA0807
P9WIP3	MSA0698
P9WIP7	N/A
P9WIP9	N/A
P9WIR7	N/A
P9WIS5	N/A
P9WIT2	N/A
P9WIT3	MSA0208
P9WIT5	N/A
P9WIU9	MSA0186
P9WIW3	N/A
P9WIW7	MSA0484
P9WIX7	N/A
P9WIZ7	N/A
P9WIZ9	N/A
P9WJ07	N/A
P9WJ09	N/A
P9WJ41	N/A
P9WJ68	N/A
P9WJ69	N/A
P9WJ85	N/A
P9WJ94	N/A
P9WJ95	N/A
P9WJ96	N/A
P9WJ97	N/A
P9WJA3	MSA0341
P9WJA8	N/A
P9WJA9	N/A
P9WJB5	N/A
P9WJB7	N/A
P9WJB9	N/A
P9WJC3	N/A
P9WJC4	N/A
P9WJC5	N/A
P9WJD9	N/A
P9WJG3	MSA0616
P9WJG5	N/A
P9WJH6	N/A
P9WJH7	MSA0078
P9WJK2	N/A
P9WJK3	N/A
P9WJL7	MSA0463
P9WJM3	MSA0464
P9WJP1	MSA0207
P9WJQ7	MSA0221
P9WJQ9	MSA0454
P9WJR9	MSA0227
P9WJT0	N/A
P9WJT1	N/A
P9WJT8	N/A
P9WJT9	N/A
P9WJU0	N/A
P9WJU1	N/A
P9WJV4	N/A
P9WJV5	N/A
P9WJX5	N/A
P9WJY9	MSA0833
P9WK07	N/A
P9WK13	MSA0027
P9WK17	MSA0890
P9WK24	N/A
P9WK25	MSA0210
P9WK46	N/A
P9WK47	N/A
P9WK55	N/A
P9WK87	MSA0425
P9WK89	N/A
P9WK93	N/A
P9WK95	MSA0050
P9WK99	MSA0392
P9WKA4	N/A
P9WKA5	N/A
P9WKD0	N/A
P9WKD1	MSA0459
P9WKD3	MSA0925
P9WKD9	MSA0604
P9WKE5	MSA0315
P9WKE8	N/A
P9WKE9	MSA1042
P9WKF4	N/A
P9WKF5	MSA0373
P9WKG3	MSA0476
P9WKH1	MSA0100
P9WKH5	MSA0978
P9WKI3	N/A
P9WKK3	N/A
P9WKL9	N/A
P9WKM1	N/A
P9WKP5	N/A
P9WKQ4	N/A
P9WKQ5	N/A
P9WKR5	N/A
P9WKS5	MSA0257
P9WKT1	N/A
P9WKT7	N/A
P9WKU2	N/A
P9WKU3	N/A
P9WKV6	N/A
P9WKV7	N/A
P9WKV9	N/A
P9WKW5	N/A
P9WKX3	N/A
P9WKZ5	MSA1081
P9WL07	N/A
P9WL15	N/A
P9WL20	N/A
P9WL21	N/A
P9WL61	N/A
P9WL91	MSA1046
P9WLH5	N/A
P9WLI1	N/A
P9WLI5	N/A
P9WLI8	N/A
P9WLI9	N/A
P9WLK1	N/A
P9WLK3	N/A
P9WLK5	N/A
P9WLM1	N/A
P9WLM3	MSA0385
P9WLN6	N/A
P9WLN7	N/A
P9WLP5	N/A
P9WLQ2	N/A
P9WLQ3	N/A
P9WLT1	N/A
P9WLT5	N/A
P9WLW5	N/A
P9WLZ6	N/A
P9WLZ7	N/A
P9WM02	N/A
P9WM03	N/A
P9WM21	N/A
P9WM25	N/A
P9WM30	N/A
P9WM31	N/A
P9WM43	N/A
P9WM59	N/A
P9WM83	N/A
P9WMA6	N/A
P9WMA7	N/A
P9WMB5	MSA0694
P9WMC1	N/A
P9WME1	N/A
P9WME3	MSA0812
P9WME7	N/A
P9WMF9	MSA0880
P9WMH1	N/A
P9WMH3	MSA0428
P9WMH9	MSA0637
P9WMI9	MSA0417
P9WMJ7	MSA0235
P9WMJ9	MSA0295
P9WMK0	N/A
P9WMK1	MSA0051
P9WMK7	N/A
P9WML1	MSA0356
P9WML8	N/A
P9WML9	N/A
P9WMM3	MSA0079
P9WMN4	N/A
P9WMN5	MSA0228
P9WMN9	MSA0002
P9WMQ1	MSA0162
P9WMQ6	N/A
P9WMQ7	MSA0573
P9WMQ9	MSA0571
P9WMR1	N/A
P9WMS5	N/A
P9WMT4	N/A
P9WMT5	MSA0382
P9WMT9	MSA0469
P9WMU0	N/A
P9WMU1	MSA1032
P9WMU4	N/A
P9WMU5	MSA0268
P9WMV1	N/A
P9WMW1	MSA0044
P9WN21	MSA0673
P9WN26	N/A
P9WN27	MSA0632
P9WN31	MSA0248
P9WN39	MSA0126
P9WN40	N/A
P9WN41	MSA0533
P9WN47	MSA1069
P9WN51	MSA0277
P9WN59	MSA0447
P9WN83	N/A
P9WN93	MSA0084
P9WN95	MSA0158
P9WN97	N/A
P9WN99	MSA0462
P9WNA0	N/A
P9WNA1	N/A
P9WNA2	N/A
P9WNA3	N/A
P9WND5	MSA0611
P9WNE5	MSA0684
P9WNF5	MSA0918
P9WNG2	N/A
P9WNG3	MSA0238
P9WNG9	MSA0836
P9WNH1	MSA0906
P9WNH5	MSA0906
P9WNI1	N/A
P9WNI3	MSA1099
P9WNI5	MSA1099
P9WNJ3	N/A
P9WNJ7	MSA1099
P9WNJ9	MSA1099
P9WNK5	MSA1099
P9WNK7	MSA1099
P9WNK9	MSA0549
P9WNM5	N/A
P9WNM9	MSA0322
P9WNN0	N/A
P9WNN1	MSA0035
P9WNN7	MSA0502
P9WNN9	MSA0502
P9WNP1	MSA0502
P9WNP5	MSA0299
P9WNP9	N/A
P9WNQ1	N/A
P9WNQ3	N/A
P9WNR1	N/A
P9WNU7	N/A
P9WNV1	MSA0205
P9WNV3	N/A
P9WNV5	MSA0760
P9WNV8	N/A
P9WNV9	MSA0325
P9WNW3	N/A
P9WNX2	N/A
P9WNX3	N/A
P9WNY0	N/A
P9WNY1	MSA0497
P9WNZ0	N/A
P9WNZ1	MSA0303
P9WP13	N/A
P9WP15	N/A
P9WP37	MSA0607
P9WP49	MSA0805
P9WP59	MSA0639
P9WP65	N/A
P9WP67	MSA0777
P9WP71	MSA0486
P9WP77	N/A
P9WPA2	N/A
P9WPA3	N/A
P9WPB3	MSA0893
P9WPB5	MSA0893
P9WPC4	N/A
P9WPC5	MSA0451
P9WPC9	MSA0361
P9WPD0	N/A
P9WPD1	MSA0361
P9WPD4	N/A
P9WPD5	MSA0261
P9WPE4	N/A
P9WPE5	MSA0178
P9WPE6	N/A
P9WPE7	MSA0308
P9WPE8	N/A
P9WPE9	MSA0308
P9WPH8	N/A
P9WPH9	N/A
P9WPI2	N/A
P9WPI3	N/A
P9WPI9	N/A
P9WPJ5	MSA0681
P9WPL9	N/A
P9WPN5	MSA0859
P9WPQ3	MSA1094
P9WPQ7	MSA0335
P9WPR8	N/A
P9WPR9	N/A
P9WPS2	N/A
P9WPS3	MSA0887
P9WPS4	N/A
P9WPS5	N/A
P9WPU1	N/A
P9WPU5	MSA0041
P9WPV3	N/A
P9WPW7	MSA0097
P9WPX3	MSA0348
P9WPZ3	MSA0626
P9WQ01	MSA0365
P9WQ17	N/A
P9WQ27	MSA0690
P9WQ29	N/A
P9WQ61	N/A
P9WQ62	N/A
P9WQ71	MSA0532
P9WQ97	MSA0109
P9WQ99	MSA0109
P9WQA3	MSA0144
P9WQA5	MSA0424
P9WQB3	N/A
P9WQD7	MSA0222
P9WQF2	N/A
P9WQF3	MSA0179
P9WQF7	N/A
P9WQH1	MSA0211
P9WQH7	MSA1096
P9WQI1	MSA0427
P9WQJ5	N/A
P9WQK7	MSA0131
P9WQK9	MSA0536
P9WQL5	N/A
P9WQM8	N/A
P9WQM9	MSA0535
P9WQN9	MSA0410
Q00828	N/A
Q01462	MSA0027
Q01465	MSA0521
Q01473	N/A
Q01950	N/A
Q01951	N/A
Q01952	N/A
Q02054	N/A
Q02170	MSA0827
Q02DS7	N/A
Q02DZ3	N/A
Q02E25	N/A
Q02E40	N/A
Q02EA7	N/A
Q02EW8	N/A
Q02F83	N/A
Q02FR1	N/A
Q02G03	N/A
Q02H55	N/A
Q02HS3	N/A
Q02I11	N/A
Q02I31	N/A
Q02K73	N/A
Q02K94	N/A
Q02KR1	N/A
Q02KR3	N/A
Q02KT5	N/A
Q02L18	N/A
Q02L47	N/A
Q02M20	N/A
Q02MN4	N/A
Q02NB5	N/A
Q02PA2	N/A
Q02PG5	N/A
Q02PH8	N/A
Q02QC9	N/A
Q02QI1	N/A
Q02RA7	N/A
Q02RJ6	N/A
Q02SH2	N/A
Q02SM0	N/A
Q02SZ7	N/A
Q02T82	N/A
Q02TE1	N/A
Q02TI3	N/A
Q02UB7	N/A
Q02UQ8	N/A
Q02UU0	N/A
Q031C3	N/A
Q03222	MSA0548
Q03223	MSA0190
Q04351	N/A
Q04747	N/A
Q04797	MSA0096
Q04944	MSA0818
Q04D23	MSA1056
Q04D47	MSA0337
Q04DB8	MSA0807
Q04DH2	MSA0104
Q04E64	MSA0308
Q04EF1	MSA0497
Q04EJ8	N/A
Q04EQ1	N/A
Q04FD8	MSA0012
Q04FG3	MSA0254
Q04G20	MSA0041
Q04G23	MSA0444
Q04G51	MSA0076
Q04G81	MSA0138
Q04G86	MSA0036
Q04GE6	MSA0518
Q04GQ8	MSA0043
Q04H39	MSA0666
Q04HE3	MSA0256
Q04HR4	MSA0939
Q04HY8	N/A
Q04I74	N/A
Q04IK6	N/A
Q04IK7	N/A
Q04IQ3	N/A
Q04J43	N/A
Q04J64	N/A
Q04JB0	N/A
Q04JP7	N/A
Q04JW5	N/A
Q04K81	N/A
Q04K99	N/A
Q04KL8	N/A
Q04KR4	N/A
Q04KU2	N/A
Q04KU8	N/A
Q04L24	N/A
Q04LE0	N/A
Q04LI2	N/A
Q04LP6	N/A
Q04LU1	N/A
Q04LW0	N/A
Q04LY0	N/A
Q04LZ5	N/A
Q04M41	N/A
Q04ML1	N/A
Q04ML4	N/A
Q04ML5	N/A
Q04ML7	N/A
Q04MM6	N/A
Q04MN6	N/A
Q04MP9	N/A
Q04MY5	N/A
Q04N48	N/A
Q04N79	N/A
Q05238	N/A
Q05558	N/A
Q05562	N/A
Q05852	MSA0579
Q05873	MSA0346
Q05943	N/A
Q05971	N/A
Q05972	N/A
Q06065	N/A
Q06067	N/A
Q06473	N/A
Q06752	MSA0166
Q06796	MSA0056
Q06797	MSA0057
Q07428	MSA0248
Q07635	N/A
Q07836	N/A
Q08582	MSA0534
Q08787	N/A
Q0P885	MSA0981
Q0P891	MSA0470
Q0P8J4	MSA0891
Q0P8U6	MSA0524
Q0P9X8	MSA0483
Q0P9Z9	MSA0436
Q0PA33	MSA0221
Q0PA50	MSA0113
Q0PAF4	MSA0343
Q0PAG4	MSA0920
Q0PAJ8	N/A
Q0PAV7	MSA0329
Q0PAW2	N/A
Q0PB83	N/A
Q0PBD7	MSA0509
Q0PBF9	N/A
Q0PBH5	MSA0301
Q0PBN6	MSA0085
Q0PBW7	MSA0749
Q1LVD4	N/A
Q1RD54	N/A
Q2FFR1	N/A
Q2FX12	N/A
Q2G0B1	N/A
Q2G0S5	N/A
Q2G2F3	N/A
Q2M7R5	N/A
Q2RIF5	MSA0627
Q2YIF7	N/A
Q2YQA4	N/A
Q2YQA5	N/A
Q3JYL5	N/A
Q3JYN3	N/A
Q3JYQ0	N/A
Q3JZM0	N/A
Q3K003	N/A
Q3K0T0	N/A
Q3K1F5	N/A
Q3K1H1	N/A
Q3K1J7	N/A
Q3K1J9	N/A
Q3K1T4	N/A
Q3K1U4	N/A
Q3K1W9	N/A
Q3K2B6	N/A
Q3K2M3	N/A
Q3K2N8	N/A
Q3K2S4	N/A
Q3K378	N/A
Q3K3G5	N/A
Q3K3T2	N/A
Q3K3W1	N/A
Q3K447	N/A
Q3K4I6	N/A
Q3K4J1	N/A
Q3K4M5	N/A
Q3K4P8	N/A
Q3K565	N/A
Q3K5U6	N/A
Q3K5V0	N/A
Q3K5Y0	N/A
Q3K601	N/A
Q3K6G2	N/A
Q3K6L4	N/A
Q3K6L5	N/A
Q3K6V9	N/A
Q3K7B6	N/A
Q3K7C0	N/A
Q3K7K6	N/A
Q3K7M4	N/A
Q3K7T0	N/A
Q3K7V3	N/A
Q3K8C9	N/A
Q3K8I3	N/A
Q3K8U5	N/A
Q3K8Y5	N/A
Q3K930	N/A
Q3K9G9	N/A
Q3K9X5	N/A
Q3KA11	N/A
Q3KA73	N/A
Q3KAF5	N/A
Q3KBI3	N/A
Q3KBY4	N/A
Q3KC07	N/A
Q3KC40	N/A
Q3KD22	N/A
Q3KD42	N/A
Q3KDM7	N/A
Q3KDP4	N/A
Q3KDR5	N/A
Q3KE11	N/A
Q3KE48	N/A
Q3KE50	N/A
Q3KEA9	N/A
Q3KFE3	N/A
Q3KFH7	N/A
Q3KFS0	N/A
Q3KFT2	N/A
Q3KG22	N/A
Q3KG56	N/A
Q3KGC5	N/A
Q3KGE3	N/A
Q3KGS5	N/A
Q3KH02	N/A
Q3KH39	N/A
Q3KHL4	N/A
Q3KHX6	N/A
Q3KJ48	N/A
Q3KJ67	N/A
Q3KJC7	N/A
Q3KJY5	N/A
Q3KK37	N/A
Q3L890	N/A
Q3V5W6	N/A
Q44176	N/A
Q44636	N/A
Q45069	N/A
Q45477	MSA0046
Q45478	N/A
Q45495	MSA0181
Q45499	MSA0324
Q45582	MSA0854
Q45614	N/A
Q45829	MSA1020
Q46106	MSA0684
Q46845	N/A
Q46856	N/A
Q46920	N/A
Q46953	N/A
Q47690	N/A
Q48662	MSA0210
Q48754	N/A
Q48793	N/A
Q4J6C9	MSA0357
Q4J6D0	MSA0852
Q4J6D3	MSA0891
Q4J6D5	MSA0577
Q4J6E0	N/A
Q4J6E1	MSA0590
Q4J6E8	N/A
Q4J6E9	MSA0831
Q4J6F0	N/A
Q4J6F3	MSA0490
Q4J6F5	MSA0421
Q4J6G3	MSA0220
Q4J6G6	N/A
Q4J6G9	N/A
Q4J6H0	MSA0266
Q4J6H1	N/A
Q4J6H4	N/A
Q4J6H9	N/A
Q4J6I0	N/A
Q4J6I3	MSA0744
Q4J6I4	N/A
Q4J6I9	N/A
Q4J6J0	N/A
Q4J6J3	MSA0541
Q4J6J4	N/A
Q4J6J5	N/A
Q4J6J8	MSA0258
Q4J6J9	MSA0747
Q4J6K5	N/A
Q4J6K6	MSA0842
Q4J6K7	MSA0135
Q4J6K8	N/A
Q4J6K9	MSA0502
Q4J6L0	MSA0502
Q4J6L1	MSA0726
Q4J6L3	MSA0019
Q4J6M2	MSA0184
Q4J6M3	MSA0685
Q4J6M6	MSA0614
Q4J6M9	N/A
Q4J6P0	N/A
Q4J6P3	MSA0433
Q4J6P4	MSA0498
Q4J6P6	N/A
Q4J6Q2	MSA1013
Q4J6Q4	N/A
Q4J6Q9	MSA0813
Q4J6R2	MSA0135
Q4J6R8	MSA0498
Q4J6S0	MSA0230
Q4J6S1	MSA1021
Q4J6S4	N/A
Q4J6S5	MSA0160
Q4J6S7	N/A
Q4J6T1	N/A
Q4J6T2	MSA0230
Q4J6T7	N/A
Q4J6U2	MSA0110
Q4J6U6	MSA0974
Q4J6V0	N/A
Q4J6V4	MSA0889
Q4J6V5	N/A
Q4J6V6	N/A
Q4J6V8	MSA0867
Q4J6V9	N/A
Q4J6W2	N/A
Q4J6W3	MSA0350
Q4J6W4	MSA1045
Q4J6W5	N/A
Q4J6W6	N/A
Q4J6W7	N/A
Q4J6X3	MSA0109
Q4J6X5	MSA0993
Q4J6Y3	MSA0210
Q4J6Y4	N/A
Q4J6Y8	MSA0448
Q4J6Y9	MSA0230
Q4J6Z1	MSA0096
Q4J6Z4	MSA0329
Q4J6Z5	N/A
Q4J6Z9	MSA0908
Q4J700	MSA0407
Q4J701	MSA0407
Q4J704	MSA0994
Q4J707	N/A
Q4J708	N/A
Q4J709	N/A
Q4J712	N/A
Q4J719	MSA0685
Q4J720	MSA0007
Q4J721	N/A
Q4J725	N/A
Q4J735	N/A
Q4J737	MSA0319
Q4J740	MSA0801
Q4J741	N/A
Q4J744	N/A
Q4J746	N/A
Q4J760	N/A
Q4J763	N/A
Q4J764	N/A
Q4J768	MSA0865
Q4J769	N/A
Q4J772	N/A
Q4J773	MSA0685
Q4J774	MSA0502
Q4J775	MSA0296
Q4J776	MSA0258
Q4J782	MSA0029
Q4J783	N/A
Q4J786	MSA0619
Q4J788	MSA0619
Q4J789	N/A
Q4J792	N/A
Q4J793	MSA0619
Q4J794	MSA0102
Q4J797	N/A
Q4J7A2	MSA0384
Q4J7A3	MSA0368
Q4J7A8	N/A
Q4J7B0	MSA0727
Q4J7B1	N/A
Q4J7B2	N/A
Q4J7B3	MSA0936
Q4J7C0	N/A
Q4J7C1	N/A
Q4J7C2	N/A
Q4J7C8	N/A
Q4J7D5	N/A
Q4J7D8	MSA0629
Q4J7D9	N/A
Q4J7E0	N/A
Q4J7E6	N/A
Q4J7E7	N/A
Q4J7F0	MSA0738
Q4J7F1	N/A
Q4J7F2	MSA0901
Q4J7F3	N/A
Q4J7F9	MSA0692
Q4J7G0	MSA0135
Q4J7G1	MSA1108
Q4J7G3	MSA0504
Q4J7H1	N/A
Q4J7I1	N/A
Q4J7I2	N/A
Q4J7I3	N/A
Q4J7I8	MSA0497
Q4J7I9	N/A
Q4J7J4	MSA0596
Q4J7J7	N/A
Q4J7J9	MSA0901
Q4J7K5	N/A
Q4J7K6	N/A
Q4J7K7	N/A
Q4J7L6	N/A
Q4J7L9	N/A
Q4J7M4	N/A
Q4J7M9	N/A
Q4J7N0	N/A
Q4J7N8	N/A
Q4J7P1	MSA0208
Q4J7P7	N/A
Q4J7P9	N/A
Q4J7Q1	N/A
Q4J7Q5	N/A
Q4J7Q6	N/A
Q4J7Q7	N/A
Q4J7Q8	N/A
Q4J7R0	N/A
Q4J7R1	N/A
Q4J7R5	N/A
Q4J7R8	MSA0497
Q4J7R9	N/A
Q4J7S8	MSA0088
Q4J7S9	N/A
Q4J7T5	N/A
Q4J7T6	MSA0685
Q4J7T8	MSA0291
Q4J7T9	N/A
Q4J7U0	MSA0586
Q4J7U2	N/A
Q4J7U5	N/A
Q4J7U7	MSA0350
Q4J7U8	N/A
Q4J7V0	MSA1092
Q4J7W0	MSA1014
Q4J7W1	N/A
Q4J7W2	MSA1062
Q4J7W3	MSA0402
Q4J7W6	N/A
Q4J7W7	N/A
Q4J7W8	MSA0328
Q4J7X0	N/A
Q4J7X3	N/A
Q4J7X9	N/A
Q4J7Y2	MSA1022
Q4J7Y4	N/A
Q4J7Z0	N/A
Q4J801	MSA0258
Q4J804	MSA1015
Q4J811	MSA0297
Q4J814	MSA0394
Q4J815	MSA0697
Q4J823	N/A
Q4J832	MSA0019
Q4J833	MSA0685
Q4J835	MSA1103
Q4J836	MSA0497
Q4J843	N/A
Q4J845	N/A
Q4J847	MSA1057
Q4J858	N/A
Q4J860	MSA0094
Q4J868	MSA0595
Q4J869	MSA0796
Q4J870	MSA0525
Q4J871	MSA0526
Q4J873	MSA0497
Q4J879	N/A
Q4J881	MSA0948
Q4J882	N/A
Q4J884	N/A
Q4J887	N/A
Q4J893	N/A
Q4J8A4	MSA0545
Q4J8A7	N/A
Q4J8A8	N/A
Q4J8B0	MSA0914
Q4J8B3	N/A
Q4J8B4	N/A
Q4J8B6	N/A
Q4J8B7	MSA0429
Q4J8B8	N/A
Q4J8C0	MSA0315
Q4J8C3	N/A
Q4J8C5	MSA0407
Q4J8C7	MSA0264
Q4J8C8	N/A
Q4J8C9	MSA0243
Q4J8D0	MSA1011
Q4J8D1	MSA0389
Q4J8D2	MSA0226
Q4J8D3	MSA0226
Q4J8D5	MSA0502
Q4J8D6	MSA0563
Q4J8E1	N/A
Q4J8E8	MSA0307
Q4J8F1	MSA0097
Q4J8F3	N/A
Q4J8F4	MSA0107
Q4J8F6	MSA0024
Q4J8F8	MSA0032
Q4J8G0	MSA0108
Q4J8G5	MSA0700
Q4J8G7	N/A
Q4J8I4	MSA0124
Q4J8I9	MSA0079
Q4J8J2	N/A
Q4J8J7	MSA0331
Q4J8K1	N/A
Q4J8K3	MSA0551
Q4J8K5	MSA1113
Q4J8K8	MSA0783
Q4J8K9	MSA0045
Q4J8L0	MSA0701
Q4J8L2	MSA0225
Q4J8L3	MSA0165
Q4J8L4	N/A
Q4J8L8	MSA0547
Q4J8M0	MSA0648
Q4J8M2	MSA0601
Q4J8M6	MSA0370
Q4J8N1	N/A
Q4J8N4	N/A
Q4J8N5	N/A
Q4J8N6	MSA0541
Q4J8N7	N/A
Q4J8P3	MSA1059
Q4J8P9	N/A
Q4J8Q0	MSA0052
Q4J8Q4	N/A
Q4J8Q5	N/A
Q4J8Q6	MSA1102
Q4J8Q7	N/A
Q4J8Q8	MSA0946
Q4J8R0	N/A
Q4J8R1	MSA0574
Q4J8R2	MSA0001
Q4J8R4	MSA0353
Q4J8R6	N/A
Q4J8S4	MSA0412
Q4J8S5	N/A
Q4J8S9	MSA1110
Q4J8T0	MSA0973
Q4J8T4	MSA0022
Q4J8T7	N/A
Q4J8T9	MSA0669
Q4J8U1	MSA0898
Q4J8V5	MSA0938
Q4J8W2	N/A
Q4J8W3	N/A
Q4J8X0	MSA0419
Q4J8X5	N/A
Q4J8X8	MSA0114
Q4J8X9	MSA0597
Q4J8Y0	MSA0622
Q4J8Y6	MSA0029
Q4J8Y8	MSA0348
Q4J8Z1	MSA0706
Q4J8Z7	N/A
Q4J904	MSA0013
Q4J905	MSA0395
Q4J906	N/A
Q4J907	N/A
Q4J909	MSA0271
Q4J910	N/A
Q4J915	MSA0275
Q4J922	MSA0366
Q4J926	MSA0054
Q4J928	MSA0081
Q4J929	MSA0514
Q4J934	MSA0135
Q4J936	MSA0598
Q4J937	MSA0082
Q4J939	MSA0092
Q4J940	MSA0043
Q4J941	MSA0161
Q4J946	MSA0636
Q4J947	MSA0786
Q4J951	MSA0620
Q4J952	MSA0897
Q4J955	MSA0188
Q4J957	MSA1106
Q4J960	MSA0641
Q4J961	N/A
Q4J964	MSA0449
Q4J968	MSA0515
Q4J970	N/A
Q4J971	N/A
Q4J975	N/A
Q4J977	MSA0731
Q4J978	MSA0797
Q4J979	MSA0631
Q4J983	N/A
Q4J984	MSA0504
Q4J986	MSA0349
Q4J989	N/A
Q4J992	N/A
Q4J995	MSA0219
Q4J9A0	MSA0748
Q4J9A5	N/A
Q4J9A7	MSA0530
Q4J9A8	N/A
Q4J9B0	MSA0659
Q4J9B2	MSA0714
Q4J9B3	MSA0527
Q4J9C0	MSA0053
Q4J9C2	MSA0894
Q4J9C4	MSA0293
Q4J9C5	N/A
Q4J9C6	MSA0249
Q4J9C9	MSA0287
Q4J9D8	N/A
Q4J9D9	MSA1017
Q4J9E1	N/A
Q4J9E2	MSA1007
Q4J9E4	MSA0588
Q4J9E5	MSA0306
Q4J9E7	N/A
Q4J9F2	MSA0504
Q4J9F6	MSA0280
Q4J9F8	N/A
Q4J9G3	MSA0398
Q4J9G9	N/A
Q4J9H0	MSA0508
Q4J9H1	N/A
Q4J9H3	N/A
Q4J9H5	N/A
Q4J9I5	MSA1014
Q4J9I6	MSA1018
Q4J9J0	N/A
Q4J9J2	MSA0017
Q4J9J7	MSA0258
Q4J9L1	MSA0811
Q4J9L2	N/A
Q4J9L4	MSA0329
Q4J9M1	N/A
Q4J9M3	MSA0674
Q4J9M4	N/A
Q4J9M5	MSA1065
Q4J9M6	N/A
Q4J9M7	N/A
Q4J9M8	N/A
Q4J9N0	MSA0947
Q4J9N1	MSA0441
Q4J9N6	MSA0686
Q4J9N7	MSA0706
Q4J9P4	MSA0727
Q4J9P5	N/A
Q4J9P6	MSA0861
Q4J9P9	N/A
Q4J9Q0	N/A
Q4J9Q2	MSA0230
Q4J9Q4	N/A
Q4J9Q5	MSA0813
Q4J9Q6	MSA0230
Q4J9R2	MSA0425
Q4J9R5	N/A
Q4J9R7	MSA0230
Q4J9R9	N/A
Q4J9S1	N/A
Q4J9S5	MSA0926
Q4J9S6	MSA0504
Q4J9S7	N/A
Q4J9S8	MSA0605
Q4J9S9	MSA0497
Q4J9T0	N/A
Q4J9T4	MSA0439
Q4J9T7	MSA0764
Q4J9T9	MSA0656
Q4J9U0	MSA0837
Q4J9U3	N/A
Q4J9U4	MSA0727
Q4J9U5	MSA0517
Q4J9V5	N/A
Q4J9V9	MSA0906
Q4J9W0	N/A
Q4J9W2	N/A
Q4J9W3	N/A
Q4J9W6	MSA0519
Q4J9X4	N/A
Q4J9Y1	N/A
Q4J9Y7	N/A
Q4J9Y8	MSA0297
Q4J9Y9	MSA1087
Q4J9Z4	MSA0200
Q4J9Z5	N/A
Q4J9Z9	MSA0226
Q4JA00	MSA0356
Q4JA01	MSA0226
Q4JA04	MSA0541
Q4JA08	N/A
Q4JA09	MSA0556
Q4JA11	MSA0931
Q4JA16	MSA0541
Q4JA18	N/A
Q4JA21	MSA0676
Q4JA34	MSA1008
Q4JA37	MSA0510
Q4JA41	N/A
Q4JA43	N/A
Q4JA45	N/A
Q4JA51	N/A
Q4JA53	MSA0741
Q4JA54	MSA0253
Q4JA55	MSA0135
Q4JA56	MSA0404
Q4JA57	MSA0705
Q4JA59	N/A
Q4JA60	MSA0118
Q4JA61	MSA0553
Q4JA65	N/A
Q4JA67	N/A
Q4JA69	MSA0735
Q4JA71	N/A
Q4JA72	MSA0541
Q4JA73	MSA0725
Q4JA78	MSA0087
Q4JA83	N/A
Q4JA86	N/A
Q4JA87	MSA0329
Q4JA88	MSA0324
Q4JA89	N/A
Q4JA91	MSA0683
