Protein	Tax_id,,Tax_name,,Species,,Genus,,Family,,Order,,Class,,Phylum,,Kingdom,,Superkingdom
A0A0G2Q9L2	410289,,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,,Mycobacterium tuberculosis,,Mycobacterium,,Mycobacteriaceae,,Corynebacteriales,,Actinobacteria,,Actinobacteria,,,,Bacteria
A0A0G2Q9N7	410289,,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,,Mycobacterium tuberculosis,,Mycobacterium,,Mycobacteriaceae,,Corynebacteriales,,Actinobacteria,,Actinobacteria,,,,Bacteria
A0A0G2Q9N9	410289,,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,,Mycobacterium tuberculosis,,Mycobacterium,,Mycobacteriaceae,,Corynebacteriales,,Actinobacteria,,Actinobacteria,,,,Bacteria
A0A0H0YCP0	663,,Vibrio alginolyticus,,,,Vibrio,,Vibrionaceae,,Vibrionales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H0YG72	663,,Vibrio alginolyticus,,,,Vibrio,,Vibrionaceae,,Vibrionales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H0YGD0	663,,Vibrio alginolyticus,,,,Vibrio,,Vibrionaceae,,Vibrionales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H1NRE3	1311,,Streptococcus agalactiae,,,,Streptococcus,,Streptococcaceae,,Lactobacillales,,Bacilli,,Firmicutes,,,,Bacteria
A0A0H1XJQ7	1311,,Streptococcus agalactiae,,,,Streptococcus,,Streptococcaceae,,Lactobacillales,,Bacilli,,Firmicutes,,,,Bacteria
A0A0H2UQ40	170187,,Streptococcus pneumoniae TIGR4,,Streptococcus pneumoniae,,Streptococcus,,Streptococcaceae,,Lactobacillales,,Bacilli,,Firmicutes,,,,Bacteria
A0A0H2USC0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USF2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USF3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USG1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USH9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USM2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USP0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USP5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2USS8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UWW5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UWZ6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UX03	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UX23	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UX29	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UX95	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UXE8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UXR4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UXU2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UXV0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UXW2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY03	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY50	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY62	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY65	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY89	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UY99	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYA8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYC2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYC3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYD2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYJ4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYP6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYV7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYY2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYY3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UYY9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZ04	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZ60	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZ75	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZI2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZL0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZM7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZP6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZP8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZQ6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZT5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZX5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2UZZ8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V013	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V042	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V062	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V075	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0B5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0C3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0C8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0D7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0E5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0F8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0J1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0L8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0M8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0Q5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0R7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0T8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0W2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0Y6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V0Z7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V104	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V107	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V132	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V137	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V170	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V179	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1A9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1B5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1E3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1J2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1J5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1M4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1N8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1P4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1Q4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1U5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1V4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1V9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V1Z0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V203	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V252	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V292	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2A5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2A8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2B5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2L0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2S3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2U9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2V7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2Y1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2Y7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V2Z3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V371	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3A5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3C6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3I9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3M4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3M9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3N4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3P9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3Q5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3S2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3S3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V3V0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V407	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V442	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V488	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V555	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V5C4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2V5L0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VSM9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VSS8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VT45	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VT54	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VT81	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTA6	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTF9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTI8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTK0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTU0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTW3	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTY7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VTZ4	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VUP7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VUT9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VUW9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VUZ8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VV08	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VV29	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VV39	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VV44	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VV48	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVB7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVC0	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVD2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVG5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVI1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVP2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVS9	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VVU1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VW13	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VW22	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VW26	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VW51	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VWL1	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VWM2	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VX20	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VX23	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VX42	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VX83	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VXB8	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VXH5	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
A0A0H2VXM7	623,,Shigella flexneri,,,,Shigella,,Enterobacteriaceae,,Enterobacterales,,Gammaproteobacteria,,Proteobacteria,,,,Bacteria
