Protein	Description
A0A0H3M143	MBOV410289:G1G1S-55-MONOMER
A0A0H3M173	MBOV410289:G1G1S-90-MONOMER
A0A0H3M187	MBOV410289:G1G1S-111-MONOMER
A0A0H3M194	MBOV410289:G1G1S-390-MONOMER
A0A0H3M199	MBOV410289:G1G1S-128-MONOMER
A0A0H3M1A4	MBOV410289:G1G1S-402-MONOMER
A0A0H3M1A8	MBOV410289:G1G1S-407-MONOMER
A0A0H3M1B0	MBOV410289:G1G1S-139-MONOMER
A0A0H3M1C1	MBOV410289:G1G1S-150-MONOMER
A0A0H3M1E3	MBOV410289:G1G1S-178-MONOMER
A0A0H3M1E6	MBOV410289:G1G1S-446-MONOMER
A0A0H3M1F0	MBOV410289:G1G1S-452-MONOMER
A0A0H3M1F9	MBOV410289:G1G1S-197-MONOMER
A0A0H3M1H5	MBOV410289:G1G1S-478-MONOMER
A0A0H3M1J6	MBOV410289:G1G1S-505-MONOMER
A0A0H3M1J7	MBOV410289:G1G1S-237-MONOMER
A0A0H3M1K1	MBOV410289:G1G1S-513-MONOMER
A0A0H3M1N7	MBOV410289:G1G1S-282-MONOMER
A0A0H3M1P9	MBOV410289:G1G1S-300-MONOMER
A0A0H3M1R0	MBOV410289:G1G1S-545-MONOMER
A0A0H3M1R4	MBOV410289:G1G1S-552-MONOMER
A0A0H3M1S1	MBOV410289:G1G1S-322-MONOMER
A0A0H3M1S9	MBOV410289:G1G1S-571-MONOMER
A0A0H3M1U6	MBOV410289:G1G1S-615-MONOMER
A0A0H3M1X8	MBOV410289:G1G1S-371-MONOMER
A0A0H3M1Y5	MBOV410289:G1G1S-669-MONOMER
A0A0H3M204	MBOV410289:G1G1S-411-MONOMER
A0A0H3M210	MBOV410289:G1G1S-424-MONOMER
A0A0H3M225	MBOV410289:G1G1S-718-MONOMER
A0A0H3M245	MBOV410289:G1G1S-745-MONOMER
A0A0H3M263	MBOV410289:G1G1S-791-MONOMER
A0A0H3M2A5	MBOV410289:G1G1S-534-MONOMER
A0A0H3M2C1	MBOV410289:G1G1S-53-MONOMER
A0A0H3M2C2	MBOV410289:G1G1S-884-MONOMER
A0A0H3M2D9	MBOV410289:G1G1S-904-MONOMER
A0A0H3M2E0	MBOV410289:G1G1S-88-MONOMER
A0A0H3M2E1	MBOV410289:G1G1S-558-MONOMER
A0A0H3M2E5	MBOV410289:G1G1S-94-MONOMER
A0A0H3M2E7	MBOV410289:G1G1S-570-MONOMER
A0A0H3M2G7	MBOV410289:G1G1S-953-MONOMER
A0A0H3M2H1	MBOV410289:G1G1S-606-MONOMER
A0A0H3M2H3	MBOV410289:G1G1S-959-MONOMER
A0A0H3M2H5	MBOV410289:G1G1S-614-MONOMER
A0A0H3M2I6	N/A
A0A0H3M2K4	MBOV410289:G1G1S-985-MONOMER
A0A0H3M2K8	MBOV410289:G1G1S-175-MONOMER
A0A0H3M2M1	MBOV410289:G1G1S-678-MONOMER
A0A0H3M2N0	MBOV410289:G1G1S-208-MONOMER
A0A0H3M2Q0	MBOV410289:G1G1S-230-MONOMER
A0A0H3M2R5	MBOV410289:G1G1S-246-MONOMER
A0A0H3M2S1	MBOV410289:G1G1S-257-MONOMER
A0A0H3M2S6	MBOV410289:G1G1S-262-MONOMER
A0A0H3M2T4	MBOV410289:G1G1S-1078-MONOMER
A0A0H3M2U2	MBOV410289:G1G1S-778-MONOMER
A0A0H3M2V0	MBOV410289:G1G1S-293-MONOMER
A0A0H3M2W3	MBOV410289:G1G1S-1116-MONOMER
A0A0H3M310	MBOV410289:G1G1S-352-MONOMER
A0A0H3M322	MBOV410289:G1G1S-890-MONOMER
A0A0H3M336	MBOV410289:G1G1S-903-MONOMER
A0A0H3M338	MBOV410289:G1G1S-1187-MONOMER
A0A0H3M349	MBOV410289:G1G1S-915-MONOMER
A0A0H3M363	MBOV410289:G1G1S-928-MONOMER
A0A0H3M375	MBOV410289:G1G1S-1254-MONOMER
A0A0H3M379	MBOV410289:G1G1S-1260-MONOMER
A0A0H3M380	MBOV410289:G1G1S-416-MONOMER
A0A0H3M389	MBOV410289:G1G1S-958-MONOMER
A0A0H3M3A0	MBOV410289:G1G1S-1290-MONOMER
A0A0H3M3A7	MBOV410289:G1G1S-974-MONOMER
A0A0H3M3B6	MBOV410289:G1G1S-1327-MONOMER
A0A0H3M3C6	MBOV410289:G1G1S-1344-MONOMER
A0A0H3M3E7	MBOV410289:G1G1S-1375-MONOMER
A0A0H3M3F1	MBOV410289:G1G1S-475-MONOMER
A0A0H3M3F6	MBOV410289:G1G1S-1394-MONOMER
A0A0H3M3G2	MBOV410289:G1G1S-1026-MONOMER
A0A0H3M3G7	MBOV410289:G1G1S-488-MONOMER
A0A0H3M3I2	MBOV410289:G1G1S-1432-MONOMER
A0A0H3M3L4	MBOV410289:G1G1S-532-MONOMER
A0A0H3M3M4	MBOV410289:G1G1S-1508-MONOMER
A0A0H3M3M8	MBOV410289:G1G1S-1514-MONOMER
A0A0H3M3P3	MBOV410289:G1G1S-1545-MONOMER
A0A0H3M3P5	N/A
A0A0H3M3R1	MBOV410289:G1G1S-563-MONOMER
A0A0H3M3R7	MBOV410289:G1G1S-1583-MONOMER
A0A0H3M3S8	MBOV410289:G1G1S-1595-MONOMER
A0A0H3M3V5	MBOV410289:G1G1S-1630-MONOMER
A0A0H3M429	MBOV410289:G1G1S-703-MONOMER
A0A0H3M454	MBOV410289:G1G1S-729-MONOMER
A0A0H3M469	MBOV410289:G1G1S-1295-MONOMER
A0A0H3M480	MBOV410289:G1G1S-1742-MONOMER
A0A0H3M499	MBOV410289:G1G1S-1343-MONOMER
A0A0H3M4A3	MBOV410289:G1G1S-1348-MONOMER
A0A0H3M4A6	MBOV410289:G1G1S-811-MONOMER
A0A0H3M4A7	MBOV410289:G1G1S-1353-MONOMER
A0A0H3M4G7	MBOV410289:G1G1S-913-MONOMER
A0A0H3M4G9	MBOV410289:G1G1S-1839-MONOMER
A0A0H3M4H4	MBOV410289:G1G1S-1844-MONOMER
A0A0H3M4H7	MBOV410289:G1G1S-1465-MONOMER
A0A0H3M4J7	MBOV410289:G1G1S-961-MONOMER
A0A0H3M4J8	MBOV410289:G1G1S-1507-MONOMER
A0A0H3M4M1	MBOV410289:G1G1S-988-MONOMER
A0A0H3M4M5	MBOV410289:G1G1S-1925-MONOMER
A0A0H3M4P2	MBOV410289:G1G1S-1019-MONOMER
A0A0H3M4T3	MBOV410289:G1G1S-1067-MONOMER
A0A0H3M4U0	MBOV410289:G1G1S-1997-MONOMER
A0A0H3M4U3	MBOV410289:G1G1S-2003-MONOMER
A0A0H3M4X4	MBOV410289:G1G1S-2048-MONOMER
A0A0H3M4Y2	MBOV410289:G1G1S-1676-MONOMER
A0A0H3M4Z4	MBOV410289:G1G1S-1129-MONOMER
A0A0H3M520	MBOV410289:G1G1S-1714-MONOMER
A0A0H3M565	MBOV410289:G1G1S-2171-MONOMER
A0A0H3M566	MBOV410289:G1G1S-1206-MONOMER
A0A0H3M589	MBOV410289:G1G1S-1250-MONOMER
A0A0H3M591	MBOV410289:G1G1S-2210-MONOMER
A0A0H3M597	MBOV410289:G1G1S-1262-MONOMER
A0A0H3M5C2	MBOV410289:G1G1S-1299-MONOMER
A0A0H3M5G6	MBOV410289:G1G1S-1881-MONOMER
A0A0H3M5I0	MBOV410289:G1G1S-1372-MONOMER
A0A0H3M5I9	MBOV410289:G1G1S-1383-MONOMER
A0A0H3M5J1	MBOV410289:G1G1S-1390-MONOMER
A0A0H3M5J3	MBOV410289:G1G1S-2334-MONOMER
A0A0H3M5J6	MBOV410289:G1G1S-1919-MONOMER
A0A0H3M5K2	MBOV410289:G1G1S-2348-MONOMER
A0A0H3M5L8	MBOV410289:G1G1S-2366-MONOMER
A0A0H3M5M1	MBOV410289:G1G1S-1944-MONOMER
A0A0H3M5N5	MBOV410289:G1G1S-1440-MONOMER
A0A0H3M5N6	MBOV410289:G1G1S-2384-MONOMER
A0A0H3M5P8	MBOV410289:G1G1S-1974-MONOMER
A0A0H3M5S4	MBOV410289:G1G1S-2402-MONOMER
A0A0H3M5S8	MBOV410289:G1G1S-2409-MONOMER
A0A0H3M5T7	MBOV410289:G1G1S-2421-MONOMER
A0A0H3M5V0	MBOV410289:G1G1S-2440-MONOMER
A0A0H3M5V1	MBOV410289:G1G1S-1547-MONOMER
A0A0H3M5V7	MBOV410289:G1G1S-2070-MONOMER
A0A0H3M5W6	MBOV410289:G1G1S-1573-MONOMER
A0A0H3M5X7	MBOV410289:G1G1S-2101-MONOMER
A0A0H3M5Z5	MBOV410289:G1G1S-1611-MONOMER
A0A0H3M5Z7	MBOV410289:G1G1S-2499-MONOMER
A0A0H3M610	MBOV410289:G1G1S-2519-MONOMER
A0A0H3M624	MBOV410289:G1G1S-1647-MONOMER
A0A0H3M638	MBOV410289:G1G1S-1663-MONOMER
A0A0H3M639	MBOV410289:G1G1S-2165-MONOMER
A0A0H3M647	MBOV410289:G1G1S-2170-MONOMER
A0A0H3M648	MBOV410289:G1G1S-1668-MONOMER
A0A0H3M677	MBOV410289:G1G1S-1696-MONOMER
A0A0H3M694	MBOV410289:G1G1S-1712-MONOMER
A0A0H3M6A1	MBOV410289:G1G1S-1717-MONOMER
A0A0H3M6B2	MBOV410289:G1G1S-1728-MONOMER
A0A0H3M6B9	MBOV410289:G1G1S-1732-MONOMER
A0A0H3M6E1	MBOV410289:G1G1S-1763-MONOMER
A0A0H3M6F5	MBOV410289:G1G1S-2282-MONOMER
A0A0H3M6H3	MBOV410289:G1G1S-2311-MONOMER
A0A0H3M6I8	MBOV410289:G1G1S-2342-MONOMER
A0A0H3M6I9	MBOV410289:G1G1S-1804-MONOMER
A0A0H3M6J3	MBOV410289:G1G1S-1810-MONOMER
A0A0H3M6L3	MBOV410289:G1G1S-1841-MONOMER
A0A0H3M6N8	MBOV410289:G1G1S-1872-MONOMER
A0A0H3M6Q0	MBOV410289:G1G1S-1889-MONOMER
A0A0H3M6S7	MBOV410289:G1G1S-1928-MONOMER
A0A0H3M6T3	MBOV410289:G1G1S-2415-MONOMER
A0A0H3M6U0	MBOV410289:G1G1S-2427-MONOMER
A0A0H3M6U5	N/A
A0A0H3M6U9	MBOV410289:G1G1S-2863-MONOMER
A0A0H3M6V0	MBOV410289:G1G1S-2439-MONOMER
A0A0H3M6W3	MBOV410289:G1G1S-2460-MONOMER
A0A0H3M6Y7	MBOV410289:G1G1S-2912-MONOMER
A0A0H3M6Y9	MBOV410289:G1G1S-2491-MONOMER
A0A0H3M714	MBOV410289:G1G1S-2930-MONOMER
A0A0H3M719	MBOV410289:G1G1S-2544-MONOMER
A0A0H3M729	N/A
A0A0H3M737	MBOV410289:G1G1S-2946-MONOMER
A0A0H3M741	MBOV410289:G1G1S-2586-MONOMER
A0A0H3M745	MBOV410289:G1G1S-2593-MONOMER
A0A0H3M746	MBOV410289:G1G1S-52-MONOMER
A0A0H3M751	MBOV410289:G1G1S-58-MONOMER
A0A0H3M760	MBOV410289:G1G1S-75-MONOMER
A0A0H3M763	MBOV410289:G1G1S-2625-MONOMER
A0A0H3M781	MBOV410289:G1G1S-2658-MONOMER
A0A0H3M782	MBOV410289:G1G1S-113-MONOMER
A0A0H3M795	MBOV410289:G1G1S-2684-MONOMER
A0A0H3M7A7	MBOV410289:G1G1S-152-MONOMER
A0A0H3M7A9	N/A
A0A0H3M7E0	MBOV410289:G1G1S-2767-MONOMER
A0A0H3M7E1	MBOV410289:G1G1S-219-MONOMER
A0A0H3M7E6	MBOV410289:G1G1S-224-MONOMER
A0A0H3M7F4	MBOV410289:G1G1S-234-MONOMER
A0A0H3M7F7	MBOV410289:G1G1S-2168-MONOMER
A0A0H3M7G2	MBOV410289:G1G1S-2173-MONOMER
A0A0H3M7I8	MBOV410289:G1G1S-273-MONOMER
A0A0H3M7K2	MBOV410289:G1G1S-2862-MONOMER
A0A0H3M7L7	MBOV410289:G1G1S-2227-MONOMER
A0A0H3M7N1	MBOV410289:G1G1S-329-MONOMER
A0A0H3M7N2	MBOV410289:G1G1S-3159-MONOMER
A0A0H3M7R2	MBOV410289:G1G1S-3201-MONOMER
A0A0H3M7R3	MBOV410289:G1G1S-2929-MONOMER
A0A0H3M7R8	MBOV410289:G1G1S-3210-MONOMER
A0A0H3M7S4	MBOV410289:G1G1S-403-MONOMER
A0A0H3M7T9	MBOV410289:G1G1S-426-MONOMER
A0A0H3M7U1	MBOV410289:G1G1S-2966-MONOMER
A0A0H3M7U4	MBOV410289:G1G1S-2309-MONOMER
A0A0H3M7V7	MBOV410289:G1G1S-2989-MONOMER
A0A0H3M7V8	MBOV410289:G1G1S-2330-MONOMER
A0A0H3M7W0	MBOV410289:G1G1S-3266-MONOMER
A0A0H3M7W2	MBOV410289:G1G1S-2336-MONOMER
A0A0H3M7W9	MBOV410289:G1G1S-447-MONOMER
A0A0H3M7X4	MBOV410289:G1G1S-3302-MONOMER
A0A0H3M7Y1	MBOV410289:G1G1S-469-MONOMER
A0A0H3M807	MBOV410289:G1G1S-487-MONOMER
A0A0H3M808	MBOV410289:G1G1S-3373-MONOMER
A0A0H3M812	MBOV410289:G1G1S-493-MONOMER
A0A0H3M819	MBOV410289:G1G1S-2391-MONOMER
A0A0H3M828	MBOV410289:G1G1S-2406-MONOMER
A0A0H3M839	MBOV410289:G1G1S-2418-MONOMER
A0A0H3M854	MBOV410289:G1G1S-3424-MONOMER
A0A0H3M855	MBOV410289:G1G1S-2437-MONOMER
A0A0H3M872	MBOV410289:G1G1S-2458-MONOMER
A0A0H3M887	MBOV410289:G1G1S-554-MONOMER
A0A0H3M8B0	MBOV410289:G1G1S-3240-MONOMER
A0A0H3M8B1	MBOV410289:G1G1S-578-MONOMER
A0A0H3M8B9	MBOV410289:G1G1S-3502-MONOMER
A0A0H3M8C2	MBOV410289:G1G1S-3256-MONOMER
A0A0H3M8C4	MBOV410289:G1G1S-3507-MONOMER
A0A0H3M8D6	MBOV410289:G1G1S-616-MONOMER
A0A0H3M8D8	MBOV410289:G1G1S-3522-MONOMER
A0A0H3M8D9	N/A
A0A0H3M8G7	MBOV410289:G1G1S-685-MONOMER
A0A0H3M8I0	MBOV410289:G1G1S-2573-MONOMER
A0A0H3M8I5	MBOV410289:G1G1S-2579-MONOMER
A0A0H3M8I8	MBOV410289:G1G1S-714-MONOMER
A0A0H3M8J5	MBOV410289:G1G1S-728-MONOMER
A0A0H3M8L2	MBOV410289:G1G1S-3365-MONOMER
A0A0H3M8M4	MBOV410289:G1G1S-780-MONOMER
A0A0H3M8M5	MBOV410289:G1G1S-3377-MONOMER
A0A0H3M8N3	MBOV410289:G1G1S-2646-MONOMER
A0A0H3M8R2	MBOV410289:G1G1S-3423-MONOMER
A0A0H3M8R9	MBOV410289:G1G1S-3436-MONOMER
A0A0H3M8S5	MBOV410289:G1G1S-2693-MONOMER
A0A0H3M8T0	MBOV410289:G1G1S-2700-MONOMER
A0A0H3M8T6	MBOV410289:G1G1S-2706-MONOMER
A0A0H3M8U8	MBOV410289:G1G1S-3480-MONOMER
A0A0H3M8V5	MBOV410289:G1G1S-3501-MONOMER
A0A0H3M8V9	MBOV410289:G1G1S-3511-MONOMER
A0A0H3M8W1	MBOV410289:G1G1S-924-MONOMER
A0A0H3M902	MBOV410289:G1G1S-3791-MONOMER
A0A0H3M918	MBOV410289:G1G1S-2822-MONOMER
A0A0H3M924	MBOV410289:G1G1S-1015-MONOMER
A0A0H3M938	MBOV410289:G1G1S-3827-MONOMER
A0A0H3M941	MBOV410289:G1G1S-2849-MONOMER
A0A0H3M949	MBOV410289:G1G1S-3631-MONOMER
A0A0H3M957	MBOV410289:G1G1S-3851-MONOMER
A0A0H3M966	MBOV410289:G1G1S-3698-MONOMER
A0A0H3M967	MBOV410289:G1G1S-1086-MONOMER
A0A0H3M978	MBOV410289:G1G1S-1097-MONOMER
A0A0H3M9A4	MBOV410289:G1G1S-3736-MONOMER
A0A0H3M9A9	MBOV410289:G1G1S-3912-MONOMER
A0A0H3M9B4	MBOV410289:G1G1S-3918-MONOMER
A0A0H3M9D1	MBOV410289:G1G1S-3946-MONOMER
A0A0H3M9E6	MBOV410289:G1G1S-2987-MONOMER
A0A0H3M9F1	MBOV410289:G1G1S-1205-MONOMER
A0A0H3M9G9	MBOV410289:G1G1S-1225-MONOMER
A0A0H3M9I9	MBOV410289:G1G1S-3826-MONOMER
A0A0H3M9N5	MBOV410289:G1G1S-3896-MONOMER
A0A0H3M9Q6	MBOV410289:G1G1S-4098-MONOMER
A0A0H3M9R4	MBOV410289:G1G1S-1345-MONOMER
A0A0H3M9R5	N/A
A0A0H3M9U0	MBOV410289:G1G1S-3176-MONOMER
A0A0H3M9U1	MBOV410289:G1G1S-4147-MONOMER
A0A0H3M9U9	MBOV410289:G1G1S-1389-MONOMER
A0A0H3M9V1	MBOV410289:G1G1S-3190-MONOMER
A0A0H3M9W9	MBOV410289:G1G1S-3219-MONOMER
A0A0H3M9X1	MBOV410289:G1G1S-3971-MONOMER
A0A0H3M9X2	MBOV410289:G1G1S-4175-MONOMER
A0A0H3M9X3	MBOV410289:G1G1S-3226-MONOMER
A0A0H3M9Y5	MBOV410289:G1G1S-1433-MONOMER
A0A0H3M9Y6	MBOV410289:G1G1S-3990-MONOMER
A0A0H3M9Z4	MBOV410289:G1G1S-1444-MONOMER
A0A0H3M9Z9	MBOV410289:G1G1S-4010-MONOMER
A0A0H3MA19	MBOV410289:G1G1S-270-MONOMER
A0A0H3MA24	MBOV410289:G1G1S-4226-MONOMER
A0A0H3MA47	MBOV410289:G1G1S-4249-MONOMER
A0A0H3MA58	MBOV410289:G1G1S-4074-MONOMER
A0A0H3MA65	MBOV410289:G1G1S-3363-MONOMER
A0A0H3MA76	N/A
A0A0H3MA81	MBOV410289:G1G1S-1584-MONOMER
A0A0H3MAA5	MBOV410289:G1G1S-3399-MONOMER
A0A0H3MAA7	MBOV410289:G1G1S-375-MONOMER
A0A0H3MAB7	MBOV410289:G1G1S-1631-MONOMER
A0A0H3MAC0	MBOV410289:G1G1S-1639-MONOMER
A0A0H3MAC3	MBOV410289:G1G1S-405-MONOMER
A0A0H3MAD3	MBOV410289:G1G1S-4345-MONOMER
A0A0H3MAE6	MBOV410289:G1G1S-449-MONOMER
A0A0H3MAE7	MBOV410289:G1G1S-4146-MONOMER
A0A0H3MAE9	MBOV410289:G1G1S-455-MONOMER
A0A0H3MAF8	MBOV410289:G1G1S-476-MONOMER
A0A0H3MAG0	MBOV410289:G1G1S-1706-MONOMER
A0A0H3MAG2	MBOV410289:G1G1S-3471-MONOMER
A0A0H3MAG4	MBOV410289:G1G1S-1711-MONOMER
A0A0H3MAG8	MBOV410289:G1G1S-3483-MONOMER
A0A0H3MAH9	MBOV410289:G1G1S-1731-MONOMER
A0A0H3MAK0	MBOV410289:G1G1S-550-MONOMER
A0A0H3MAK2	MBOV410289:G1G1S-556-MONOMER
A0A0H3MAK4	MBOV410289:G1G1S-564-MONOMER
A0A0H3MAK5	MBOV410289:G1G1S-569-MONOMER
A0A0H3MAK6	MBOV410289:G1G1S-574-MONOMER
A0A0H3MAL0	MBOV410289:G1G1S-3524-MONOMER
A0A0H3MAQ9	MBOV410289:G1G1S-3588-MONOMER
A0A0H3MAR7	MBOV410289:G1G1S-3600-MONOMER
A0A0H3MAR8	MBOV410289:G1G1S-1830-MONOMER
A0A0H3MAT3	MBOV410289:G1G1S-3624-MONOMER
A0A0H3MAU2	MBOV410289:G1G1S-716-MONOMER
A0A0H3MAU9	MBOV410289:G1G1S-4291-MONOMER
A0A0H3MAV4	MBOV410289:G1G1S-737-MONOMER
A0A0H3MAV9	MBOV410289:G1G1S-748-MONOMER
A0A0H3MAW1	N/A
A0A0H3MAW6	MBOV410289:G1G1S-4308-MONOMER
A0A0H3MB17	MBOV410289:G1G1S-867-MONOMER
A0A0H3MB30	MBOV410289:G1G1S-1960-MONOMER
A0A0H3MB40	MBOV410289:G1G1S-1971-MONOMER
A0A0H3MB56	MBOV410289:G1G1S-1988-MONOMER
A0A0H3MB60	MBOV410289:G1G1S-3805-MONOMER
A0A0H3MB66	MBOV410289:G1G1S-1998-MONOMER
A0A0H3MB70	MBOV410289:G1G1S-2005-MONOMER
A0A0H3MB83	N/A
A0A0H3MB89	MBOV410289:G1G1S-3848-MONOMER
A0A0H3MB94	MBOV410289:G1G1S-2043-MONOMER
A0A0H3MBD1	MBOV410289:G1G1S-2092-MONOMER
A0A0H3MBD5	MBOV410289:G1G1S-2098-MONOMER
A0A0H3MBE3	MBOV410289:G1G1S-1012-MONOMER
A0A0H3MBF0	MBOV410289:G1G1S-1020-MONOMER
A0A0H3MBG5	MBOV410289:G1G1S-1049-MONOMER
A0A0H3MBG7	MBOV410289:G1G1S-3948-MONOMER
A0A0H3MBJ4	MBOV410289:G1G1S-3994-MONOMER
A0A0H3MBK0	MBOV410289:G1G1S-4004-MONOMER
A0A0H3MBK5	MBOV410289:G1G1S-1054-MONOMER
A0A0H3MBL6	MBOV410289:G1G1S-4031-MONOMER
A0A0H3MBN3	MBOV410289:G1G1S-2226-MONOMER
A0A0H3MBP1	MBOV410289:G1G1S-4078-MONOMER
A0A0H3MBR3	MBOV410289:G1G1S-2278-MONOMER
A0A0H3MBS4	MBOV410289:G1G1S-4093-MONOMER
A0A0H3MBT3	MBOV410289:G1G1S-4105-MONOMER
A0A0H3MBU7	MBOV410289:G1G1S-1151-MONOMER
A0A0H3MBV8	MBOV410289:G1G1S-4151-MONOMER
A0A0H3MBW3	MBOV410289:G1G1S-4156-MONOMER
A0A0H3MBX2	MBOV410289:G1G1S-2379-MONOMER
A0A0H3MBX6	MBOV410289:G1G1S-2385-MONOMER
A0A0H3MBZ0	MBOV410289:G1G1S-1185-MONOMER
A0A0H3MBZ9	MBOV410289:G1G1S-4212-MONOMER
A0A0H3MC10	MBOV410289:G1G1S-1217-MONOMER
A0A0H3MC15	MBOV410289:G1G1S-4228-MONOMER
A0A0H3MC20	MBOV410289:G1G1S-4233-MONOMER
A0A0H3MC34	MBOV410289:G1G1S-2436-MONOMER
A0A0H3MC44	MBOV410289:G1G1S-2445-MONOMER
A0A0H3MC47	MBOV410289:G1G1S-1263-MONOMER
A0A0H3MC48	MBOV410289:G1G1S-2451-MONOMER
A0A0H3MC59	MBOV410289:G1G1S-4278-MONOMER
A0A0H3MC64	MBOV410289:G1G1S-1282-MONOMER
A0A0H3MC72	MBOV410289:G1G1S-4300-MONOMER
A0A0H3MCA7	MBOV410289:G1G1S-4347-MONOMER
A0A0H3MCC0	MBOV410289:G1G1S-1384-MONOMER
A0A0H3MCD2	MBOV410289:G1G1S-2530-MONOMER
A0A0H3MCE9	MBOV410289:G1G1S-2554-MONOMER
A0A0H3MCF3	MBOV410289:G1G1S-2559-MONOMER
A0A0H3MCH2	MBOV410289:G1G1S-1441-MONOMER
A0A0H3MCI2	MBOV410289:G1G1S-2583-MONOMER
A0A0H3MCI6	N/A
A0A0H3MCK0	MBOV410289:G1G1S-2607-MONOMER
A0A0H3MCL7	MBOV410289:G1G1S-1506-MONOMER
A0A0H3MCP0	MBOV410289:G1G1S-2673-MONOMER
A0A0H3MCQ3	MBOV410289:G1G1S-2692-MONOMER
A0A0H3MCR5	MBOV410289:G1G1S-1560-MONOMER
A0A0H3MCS0	MBOV410289:G1G1S-2720-MONOMER
A0A0H3MCU0	MBOV410289:G1G1S-1586-MONOMER
A0A0H3MCV3	MBOV410289:G1G1S-1598-MONOMER
A0A0H3MCW1	MBOV410289:G1G1S-1606-MONOMER
A0A0H3MCX2	MBOV410289:G1G1S-2803-MONOMER
A0A0H3MCY2	MBOV410289:G1G1S-1635-MONOMER
A0A0H3MCY6	MBOV410289:G1G1S-2827-MONOMER
A0A0H3MD07	MBOV410289:G1G1S-2859-MONOMER
A0A0H3MD15	MBOV410289:G1G1S-1669-MONOMER
A0A0H3MD23	MBOV410289:G1G1S-1681-MONOMER
A0A0H3MD27	MBOV410289:G1G1S-1687-MONOMER
A0A0H3MD57	MBOV410289:G1G1S-1718-MONOMER
A0A0H3MD60	MBOV410289:G1G1S-2931-MONOMER
A0A0H3MD77	MBOV410289:G1G1S-2956-MONOMER
A0A0H3MDA4	MBOV410289:G1G1S-1764-MONOMER
A0A0H3MDB6	MBOV410289:G1G1S-1780-MONOMER
A0A0H3MDF0	MBOV410289:G1G1S-1800-MONOMER
A0A0H3MDF4	MBOV410289:G1G1S-1805-MONOMER
A0A0H3MDG1	MBOV410289:G1G1S-1812-MONOMER
A0A0H3MDI0	MBOV410289:G1G1S-3121-MONOMER
A0A0H3MDJ0	N/A
A0A0H3MDJ5	MBOV410289:G1G1S-3145-MONOMER
A0A0H3MDN1	MBOV410289:G1G1S-1873-MONOMER
A0A0H3MDN2	MBOV410289:G1G1S-3225-MONOMER
A0A0H3MDQ0	MBOV410289:G1G1S-3258-MONOMER
A0A0H3MDQ6	MBOV410289:G1G1S-3280-MONOMER
A0A0H3MDR2	MBOV410289:G1G1S-1897-MONOMER
A0A0H3MDR9	MBOV410289:G1G1S-3314-MONOMER
A0A0H3MDS3	MBOV410289:G1G1S-3320-MONOMER
A0A0H3MDU1	MBOV410289:G1G1S-1929-MONOMER
A0A0H3MDV3	MBOV410289:G1G1S-3374-MONOMER
A0A0H3MDW6	N/A
A0A0H3MDX0	MBOV410289:G1G1S-1947-MONOMER
A0A0H3MDX6	MBOV410289:G1G1S-1957-MONOMER
A0A0H3ME13	MBOV410289:G1G1S-2001-MONOMER
A0A0H3ME35	MBOV410289:G1G1S-2040-MONOMER
A0A0H3ME37	MBOV410289:G1G1S-3498-MONOMER
A0A0H3ME46	MBOV410289:G1G1S-2051-MONOMER
A0A0H3ME51	N/A
A0A0H3ME56	MBOV410289:G1G1S-2062-MONOMER
A0A0H3ME82	N/A
A0A0H3ME92	MBOV410289:G1G1S-3562-MONOMER
A0A0H3MEA0	MBOV410289:G1G1S-3587-MONOMER
A0A0H3MEB7	MBOV410289:G1G1S-3610-MONOMER
A0A0H3MED5	MBOV410289:G1G1S-3628-MONOMER
A0A0H3MEG2	MBOV410289:G1G1S-3700-MONOMER
A0A0H3MEH0	MBOV410289:G1G1S-2203-MONOMER
A0A0H3MEH6	MBOV410289:G1G1S-2208-MONOMER
A0A0H3MEN6	MBOV410289:G1G1S-2274-MONOMER
A0A0H3MEN7	MBOV410289:G1G1S-3767-MONOMER
A0A0H3MEQ5	MBOV410289:G1G1S-3792-MONOMER
A0A0H3MET2	MBOV410289:G1G1S-2339-MONOMER
A0A0H3MEV1	MBOV410289:G1G1S-3852-MONOMER
A0A0H3MEX2	MBOV410289:G1G1S-3892-MONOMER
A0A0H3MF00	MBOV410289:G1G1S-3935-MONOMER
A0A0H3MF18	MBOV410289:G1G1S-3952-MONOMER
A0A0H3MF83	MBOV410289:G1G1S-4030-MONOMER
A0A0H3MFB2	MBOV410289:G1G1S-4071-MONOMER
A0A0H3MFE2	N/A
A0A0H3MFE4	MBOV410289:G1G1S-4104-MONOMER
A0A0H3MFG4	N/A
A0A0H3MFH8	MBOV410289:G1G1S-4155-MONOMER
A0A0H3MFK2	N/A
A0A0H3MFQ3	MBOV410289:G1G1S-4232-MONOMER
A0A0H3MFQ9	MBOV410289:G1G1S-4238-MONOMER
A0A0H3MFR0	MBOV410289:G1G1S-2745-MONOMER
A0A0H3MFR6	MBOV410289:G1G1S-2752-MONOMER
A0A0H3MFV3	MBOV410289:G1G1S-2801-MONOMER
A0A0H3MFX3	MBOV410289:G1G1S-4316-MONOMER
A0A0H3MFX4	MBOV410289:G1G1S-2823-MONOMER
A0A0H3MFY3	MBOV410289:G1G1S-4325-MONOMER
A0A0H3MG92	MBOV410289:G1G1S-2983-MONOMER
A0A0H3MGE2	MBOV410289:G1G1S-3022-MONOMER
